playlist_name,playlist_id,pos,artist_name,track_name,album_name,duration_ms,track_uri,popularity,energy,danceability,liveness,valence,track_genre
Regetton,12128,37,Wisin & Yandel,Sexy Movimiento,"Wisin Vs Yandel ""Los Extraterrestres""",209680,spotify:track:1Kgyx7NLtzsa3gWV1efGHu,1.0,0.858,0.787,0.133,0.814,electro
Regetton,12128,45,Don Omar,Guaya Guaya,The Last Don II,193612,spotify:track:2dxba9UR1VbdYA06n0AoqU,0.0,0.872,0.787,0.136,0.696,hip-hop
Regetton,12128,48,Zion & Lennox,Yo Voy (feat. Daddy Yankee),Motivando a la Yal,232019,spotify:track:5gflgO9EPbIBf16n5TKnQS,84.0,0.697,0.808,0.0546,0.554,latin
Regetton,12128,56,Nicky Jam,Hasta el Amanecer,Fénix,198706,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,71.0,0.608,0.832,0.0761,0.589,latino
05,12129,17,Eminem,Not Afraid,Recovery,248133,spotify:track:4hEl2wrneFEJbJ6SDYWd2f,81.0,0.954,0.855,0.205,0.668,hip-hop
05,12129,34,Eminem,The Real Slim Shady,The Marshall Mathers LP,284200,spotify:track:3yfqSUWxFvZELEM4PmlwIR,87.0,0.661,0.949,0.0454,0.76,hip-hop
Popi,12130,5,Phillip Phillips,"Gone, Gone, Gone",The World From The Side Of The Moon,209693,spotify:track:1zCoCopxgQmozHBuuyfW2K,67.0,0.642,0.664,0.114,0.501,folk
Popi,12130,8,Kid Rock,All Summer Long,Rock N Roll Jesus,297586,spotify:track:5rX6C5QVvvZB7XckETNych,0.0,0.865,0.701,0.0956,0.88,alternative
Popi,12130,17,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,186826,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,0.0,0.924,0.557,0.537,0.566,emo
Popi,12130,53,Kid Rock,All Summer Long,Rock N Roll Jesus,297586,spotify:track:5rX6C5QVvvZB7XckETNych,0.0,0.865,0.701,0.0956,0.88,alternative
Popi,12130,55,AC/DC,Highway to Hell,Highway to Hell,208400,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,85.0,0.913,0.574,0.156,0.423,hard-rock
Popi,12130,56,AC/DC,Back In Black,Back In Black,255493,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,85.0,0.7,0.31,0.0828,0.763,hard-rock
Popi,12130,59,AC/DC,T.N.T.,High Voltage,214666,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,78.0,0.759,0.754,0.101,0.435,hard-rock
Popi,12130,66,Twenty One Pilots,Stressed Out,Blurryface,202333,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,85.0,0.637,0.734,0.0602,0.648,rock
Popi,12130,68,X Ambassadors,Renegades,VHS,195199,spotify:track:46GGxd8TVRt6FjUBfCavVT,76.0,0.862,0.526,0.229,0.528,alt-rock
Popi,12130,76,Keys N Krates,Dum Dee Dum,Dum Dee Dum,192000,spotify:track:4Wxoq8aU3AWcXnuNn3FzOQ,57.0,0.891,0.755,0.12,0.515,electronic
Popi,12130,83,Stromae,Papaoutai,racine carrée,232146,spotify:track:09TcIuH1ZO7i4vicWKoaN2,74.0,0.809,0.734,0.0642,0.254,house
Rocky,12131,0,Metallica,Nothing Else Matters,Metallica,388266,spotify:track:1znPMY3zq78mVuTAmOA9O7,80.0,0.362,0.553,0.075,0.158,hard-rock
Rocky,12131,1,Metallica,The Unforgiven,Metallica,386493,spotify:track:0BAjUM6V9P9g8rK83hVUTJ,74.0,0.584,0.54,0.253,0.244,hard-rock
Rocky,12131,3,Ozzy Osbourne,"Mama, I'm Coming Home",No More Tears (Bonus Track Version),251866,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,69.0,0.656,0.282,0.0892,0.242,hard-rock
Rocky,12131,7,Dire Straits,Sultans Of Swing,Dire Straits,348624,spotify:track:3LTMnFa0hhwisyq6ILahyj,81.0,0.794,0.733,0.33,0.931,rock
Rocky,12131,13,Tina Turner,What's Love Got to Do with It,Simply The Best,226880,spotify:track:6FcQD1qOpqV8NdhY45sKyI,0.0,0.482,0.855,0.151,0.795,disco
Rocky,12131,16,Pearl Jam,Just Breathe,Backspacer,215853,spotify:track:0iEEDY73hQFa6Ms5KWFQqM,69.0,0.348,0.473,0.0823,0.283,grunge
Rocky,12131,17,Oasis,Wonderwall - Remastered,(What's The Story) Morning Glory? [Remastered],258773,spotify:track:5qqabIl2vWzo9ApSC317sa,78.0,0.896,0.378,0.194,0.469,rock
Rocky,12131,21,Arctic Monkeys,Do I Wanna Know?,AM,272394,spotify:track:3rq5w4bQGigXOfdN30ATJt,88.0,0.532,0.548,0.217,0.405,garage
Rocky,12131,22,Nirvana,Smells Like Teen Spirit,Nevermind,301920,spotify:track:5ghIJDpPoe3CfHMGu71E6T,83.0,0.912,0.502,0.106,0.72,alt-rock
Rocky,12131,23,Stone Temple Pilots,Plush,Core,310346,spotify:track:3jJZVeExYzVYiV6Y9Fl3DX,1.0,0.954,0.416,0.177,0.498,alt-rock
Rocky,12131,24,Red Hot Chili Peppers,Give It Away,Blood Sugar Sex Magik,282906,spotify:track:0uppYCG86ajpV2hSR3dJJ0,73.0,0.936,0.666,0.153,0.776,metal
Rocky,12131,28,R.E.M.,Losing My Religion,Out Of Time,268426,spotify:track:2wVXSc0IrQVodHESUxVUJA,0.0,0.854,0.666,0.0986,0.803,alt-rock
Rocky,12131,33,The Offspring,Self Esteem,Greatest Hits,257760,spotify:track:6EsBn1Md8C5YdbCzvwvZq8,77.0,0.862,0.488,0.359,0.706,punk-rock
Rocky,12131,35,No Doubt,Don't Speak,Tragic Kingdom,263000,spotify:track:5PsUB0ISfQxRLhF5DmI5Ks,0.0,0.752,0.508,0.142,0.554,alt-rock
Rocky,12131,36,Radiohead,Paranoid Android,OK Computer,387213,spotify:track:2nTsKOXIVGDf2iPeVQO2Gm,70.0,0.848,0.251,0.0545,0.207,alt-rock
Rocky,12131,37,Red Hot Chili Peppers,Californication,Californication,329733,spotify:track:48UPSzbZjgc449aqz8bxox,2.0,0.765,0.592,0.127,0.327,alt-rock
Rocky,12131,39,Red Hot Chili Peppers,Scar Tissue,Californication,215906,spotify:track:1G391cbiT3v3Cywg8T7DM1,79.0,0.717,0.595,0.108,0.547,alt-rock
Rocky,12131,40,System Of A Down,Chop Suey!,Toxicity,210240,spotify:track:5V3mdRI2yQxbSsJGDPc5lD,83.0,0.934,0.417,0.132,0.287,alternative
Rocky,12131,41,System Of A Down,Aerials,Toxicity,235599,spotify:track:1twBt7aZiy7HWPG025QGuP,77.0,0.922,0.364,0.0697,0.227,alternative
Rocky,12131,42,System Of A Down,Toxicity,Toxicity,218933,spotify:track:7MeXwzhSDGfqNfuFANgzVC,81.0,0.873,0.413,0.204,0.48,alternative
Fathers Day,12132,0,Tom Petty,Free Fallin',Full Moon Fever,256000,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0.0,0.504,0.619,0.06,0.568,folk
Fathers Day,12132,3,Florida Georgia Line,H.O.L.Y.,Dig Your Roots,194186,spotify:track:0BCy325UZyR9z0t0uxwn2N,71.0,0.666,0.523,0.0728,0.564,country
Fathers Day,12132,6,Hozier,Like Real People Do,Hozier,198029,spotify:track:44f2AVSNQ3xVs1EI0S0bjl,68.0,0.183,0.569,0.106,0.13,singer-songwriter
Fathers Day,12132,9,Vance Joy,Georgia,Dream Your Life Away,230506,spotify:track:6Fha6tXHkL3r9m9nNqQG8p,62.0,0.66,0.388,0.0943,0.401,folk
dubstep,12133,14,Flux Pavilion,I Can't Stop,I Can't Stop,305785,spotify:track:5WSL7UTa38jMWoBzObD4BD,56.0,0.775,0.513,0.409,0.205,dub
dubstep,12133,15,NERO,Promises - Skrillex & Nero Remix,Welcome Reality +,268706,spotify:track:7569Hbv0FUS7vjkdGvdgeZ,44.0,0.819,0.526,0.0616,0.167,drum-and-bass
dubstep,12133,16,NERO,Promises,Welcome Reality,257359,spotify:track:4A7qcJp2Sg867JST1pSPJz,56.0,0.943,0.484,0.593,0.345,drum-and-bass
dubstep,12133,23,Blackmill,Spirit of Life,Miracle,375433,spotify:track:6eRPYyh1EPRqDhgb3Nardw,49.0,0.596,0.537,0.358,0.109,dubstep
dubstep,12133,49,Bassnectar,Infinite,Freestyle,366818,spotify:track:5MBlrOHmPi5h7OFIsl3lnb,22.0,0.856,0.576,0.0748,0.167,breakbeat
Dazed and Confused,12134,2,Jimi Hendrix,All Along the Watchtower,Electric Ladyland,240800,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,77.0,0.805,0.438,0.0842,0.564,blues
Dazed and Confused,12134,4,Jefferson Airplane,Somebody to Love,Surrealistic Pillow,174840,spotify:track:4uGIJG1jYFonGc4LGp5uQL,70.0,0.578,0.504,0.321,0.654,blues
Dazed and Confused,12134,10,Jimi Hendrix,All Along the Watchtower,Electric Ladyland,240800,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,77.0,0.805,0.438,0.0842,0.564,blues
Dazed and Confused,12134,11,Jimi Hendrix,Purple Haze,Are You Experienced,170813,spotify:track:0wJoRiX5K5BxlqZTolB2LD,71.0,0.905,0.533,0.0698,0.486,blues
Dazed and Confused,12134,12,Cream,Sunshine Of Your Love,Disraeli Gears,249846,spotify:track:2BcvvHttiZRvguFM4hR398,0.0,0.522,0.683,0.121,0.764,blues
Dazed and Confused,12134,13,Cream,White Room,Wheels Of Fire,303200,spotify:track:5X76oXHcR5uCXali0gOyX5,70.0,0.576,0.553,0.0365,0.457,blues
Dazed and Confused,12134,15,The Doors,L.A. Woman,L.A. Woman,471160,spotify:track:6DmfWj5kOa1fX8AwN9byOn,0.0,0.731,0.354,0.115,0.697,psych-rock
Dazed and Confused,12134,17,Canned Heat,On The Road Again,The Best Of Canned Heat,206333,spotify:track:6IWxHgVbdKyUMydhVGXRaT,51.0,0.156,0.496,0.232,0.205,psych-rock
Dazed and Confused,12134,18,Traffic,Dear Mr. Fantasy,Mr. Fantasy,334000,spotify:track:1ELF9fCfvli49hNX10pH2Y,0.0,0.854,0.201,0.245,0.659,blues
Dazed and Confused,12134,21,Jefferson Airplane,White Rabbit,Surrealistic Pillow,150640,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,72.0,0.293,0.551,0.0864,0.322,blues
Dazed and Confused,12134,23,Cream,White Room,Wheels Of Fire,303200,spotify:track:5X76oXHcR5uCXali0gOyX5,70.0,0.576,0.553,0.0365,0.457,blues
Dazed and Confused,12134,24,Jefferson Airplane,White Rabbit,Surrealistic Pillow,150640,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,72.0,0.293,0.551,0.0864,0.322,blues
Dazed and Confused,12134,25,Cream,Sunshine Of Your Love,Disraeli Gears,249846,spotify:track:2BcvvHttiZRvguFM4hR398,0.0,0.522,0.683,0.121,0.764,blues
Dazed and Confused,12134,30,Buffalo Springfield,For What It's Worth,Buffalo Springfield,153693,spotify:track:1qRA5BS78u3gME0loMl9AA,78.0,0.519,0.653,0.101,0.822,blues
Dazed and Confused,12134,32,Supertramp,Breakfast In America - 2010 Remastered,Breakfast In America,159346,spotify:track:4hEk1CHls2JEDbKIKy8JxV,72.0,0.663,0.532,0.0734,0.756,piano
Dazed and Confused,12134,34,Jimi Hendrix,Voodoo Child (Slight Return),Electric Ladyland,313373,spotify:track:2AxCeJ6PSsBYiTckM0HLY7,68.0,0.91,0.214,0.0517,0.448,blues
Dazed and Confused,12134,37,Donovan,Hurdy Gurdy Man,The Hurdy Gurdy Man,193466,spotify:track:7AL6qzIDHIX7pEUWrzNiIs,58.0,0.463,0.405,0.392,0.542,british
Dazed and Confused,12134,38,Donovan,Sunshine Superman,Sunshine Superman,195000,spotify:track:4RGxUjaCmVtD30pIhtEi7w,59.0,0.677,0.629,0.0962,0.627,british
Dazed and Confused,12134,40,Cream,White Room,Wheels Of Fire,303200,spotify:track:5X76oXHcR5uCXali0gOyX5,70.0,0.576,0.553,0.0365,0.457,blues
Dazed and Confused,12134,43,The Rolling Stones,Gimme Shelter,Let It Bleed,270773,spotify:track:1dv3ePjze9tPq2pk8eWJdR,0.0,0.63,0.634,0.169,0.489,british
Dazed and Confused,12134,49,Jimi Hendrix,All Along the Watchtower,Electric Ladyland,240800,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,77.0,0.805,0.438,0.0842,0.564,blues
Dazed and Confused,12134,50,Cream,White Room,Wheels Of Fire,303200,spotify:track:5X76oXHcR5uCXali0gOyX5,70.0,0.576,0.553,0.0365,0.457,blues
Dazed and Confused,12134,51,Foghat,Slow Ride,Fool For The City,494533,spotify:track:5aYVqxyetmT5OYmvZCA90X,69.0,0.586,0.493,0.102,0.656,blues
Dazed and Confused,12134,52,The Stooges,I Wanna Be Your Dog,The Stooges,188560,spotify:track:672N8DGGTOLCOgWe0koX5g,0.0,0.913,0.541,0.414,0.113,blues
oli,12135,3,Nas,It Ain't Hard to Tell,Illmatic XX,202106,spotify:track:0ySCYRXVugL9xDBecGc0jr,65.0,0.729,0.69,0.152,0.357,hardcore
oli,12135,5,Mobb Deep,"Shook Ones, Pt. II",The Infamous,325506,spotify:track:33ZXjLCpiINn8eQIDYEPTD,76.0,0.786,0.763,0.0817,0.504,hardcore
oli,12135,7,Ice Cube,It Was A Good Day,The Predator,260000,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,82.0,0.744,0.798,0.292,0.794,funk
oli,12135,10,Nas,N.Y. State of Mind,Illmatic XX,293973,spotify:track:5zwz05jkQVT68CjUpPwFZe,72.0,0.91,0.665,0.227,0.887,hardcore
oli,12135,13,Big L,Put It On,Lifestylez Ov Da Poor & Dangerous,217626,spotify:track:6JI5wNWYdBw68GZjOMmgK5,64.0,0.62,0.711,0.134,0.805,hardcore
oli,12135,15,The Pharcyde,Passin' Me By,Bizarre Ride II The Pharcyde,303493,spotify:track:4G3dZN9o3o2X4VKwt4CLts,70.0,0.756,0.759,0.265,0.613,hardcore
oli,12135,16,The Pharcyde,Runnin',Labcabincalifornia,296266,spotify:track:0XgpiStoxq1IJncYlPrvZ5,64.0,0.785,0.754,0.319,0.821,hardcore
oli,12135,17,Eric B. & Rakim,Don't Sweat The Technique,Don't Sweat The Technique,262800,spotify:track:48ZUwXrEOhaXLCxvmRYhZv,61.0,0.89,0.737,0.0801,0.809,hardcore
oli,12135,21,The Notorious B.I.G.,Big Poppa,Ready To Die The Remaster,252746,spotify:track:2g8HN35AnVGIk7B8yMucww,49.0,0.671,0.765,0.0506,0.798,hardcore
oli,12135,23,A Tribe Called Quest,Can I Kick It?,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),251573,spotify:track:3Ti0GdlrotgwsAVBBugv0I,70.0,0.666,0.848,0.129,0.744,hardcore
oli,12135,26,Nas,Halftime,Illmatic XX,260800,spotify:track:33BkKAyogx7YXVWdrUlr76,61.0,0.793,0.766,0.173,0.652,hardcore
oli,12135,28,Nas,Nas Is Like,I Am...,237026,spotify:track:3gY6tiCNsuVi6s8kPV6aQg,67.0,0.845,0.634,0.0598,0.929,hardcore
oli,12135,31,Ol' Dirty Bastard,Brooklyn Zoo,Return To The 36 Chambers: The Dirty Version,217506,spotify:track:2FWmKZ3kNbVsKGhuNHsltW,0.0,0.801,0.73,0.843,0.659,alternative
oli,12135,32,House Of Pain,Jump Around,House of Pain (Fine Malt Lyrics),214946,spotify:track:3TZwjdclvWt7iPJUnMpgcs,65.0,0.71,0.854,0.166,0.818,hard-rock
oli,12135,33,Rakim,When I B On Tha Mic,The Master,222933,spotify:track:2p9sprAX27D6U5cuSE9NsM,65.0,0.484,0.836,0.0557,0.839,hardcore
oli,12135,35,Gang Starr,Full Clip,Full Clip: A Decade Of Gang Starr,216595,spotify:track:30oTS7bm0aH3p7lqjEIu8q,65.0,0.745,0.875,0.287,0.749,hardcore
oli,12135,42,The Notorious B.I.G.,Juicy,Ready To Die The Remaster,302693,spotify:track:5ByAIlEEnxYdvpnezg7HTX,62.0,0.767,0.887,0.0527,0.607,hardcore
oli,12135,50,Nas,The Message,It Was Written,234093,spotify:track:1AHfovSnGPVYKaahRtA0U6,65.0,0.543,0.614,0.383,0.485,hardcore
oli,12135,52,N.W.A.,Fuck Tha Police,Straight Outta Compton,345717,spotify:track:5n8Aro6j1bEGIy7Tpo7FV7,71.0,0.75,0.859,0.0538,0.857,hardcore
oli,12135,62,Naughty By Nature,Hip Hop Hooray,19 Naughty III,267266,spotify:track:1w29UTa5uUvIri2tWtZ12Y,67.0,0.642,0.862,0.272,0.765,hardcore
oli,12135,64,Gang Starr,Full Clip,Full Clip: A Decade Of Gang Starr,216595,spotify:track:30oTS7bm0aH3p7lqjEIu8q,65.0,0.745,0.875,0.287,0.749,hardcore
BB,12137,0,blackbear,do re mi,digital druglord,212027,spotify:track:3Q3myFA7q4Op95DOpHplaY,73.0,0.593,0.745,0.123,0.17,electro
contry,12138,15,Luke Bryan,Play It Again,Crash My Party,226866,spotify:track:03fT3OHB9KyMtGMt2zwqCT,75.0,0.886,0.506,0.0734,0.595,country
contry,12138,16,Luke Bryan,Country Girl (Shake It For Me),Tailgates & Tanlines,225560,spotify:track:0yD66650JxhqKbW76C2qCo,2.0,0.904,0.644,0.0834,0.672,country
Sleep,12139,22,Sam Smith,I'm Not The Only One,In The Lonely Hour,223314,spotify:track:2wLSJ8pnimLiM8oIsIRox4,1.0,0.487,0.684,0.0821,0.456,dance
summer.seventeen,12140,99,Maluma,Felices los 4,Felices los 4,229848,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,74.0,0.756,0.766,0.349,0.716,latino
summer.seventeen,12140,108,Stefflon Don,16 Shots,16 Shots,224727,spotify:track:5b1GCiDjsOv3731sV3uL3L,69.0,0.79,0.684,0.0854,0.549,dance
feelin' gOOd,12141,0,Jason Mraz,I'm Yours,We Sing. We Dance. We Steal Things.,242186,spotify:track:3S0OXQeoh0w6AY8WQVckRW,80.0,0.444,0.703,0.0973,0.712,acoustic
feelin' gOOd,12141,6,Neil Diamond,Sweet Caroline,Sweet Caroline,203573,spotify:track:3zByVQLvdXUaDTubfWkpCk,78.0,0.127,0.529,0.237,0.578,folk
feelin' gOOd,12141,7,Journey,Don't Stop Believin',Escape,250986,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,83.0,0.748,0.5,0.447,0.514,hard-rock
feelin' gOOd,12141,8,The Temptations,My Girl,The Temptations Sing Smokey,165000,spotify:track:6RrXd9Hph4hYR4bf3dbM6H,79.0,0.418,0.572,0.0961,0.694,funk
feelin' gOOd,12141,9,The Jackson 5,I Want You Back,Diana Ross Presents The Jackson 5,176333,spotify:track:3b0EOvScbZUc0qJx0E1L2z,77.0,0.538,0.469,0.37,0.886,soul
feelin' gOOd,12141,15,The Kooks,Naive,Inside In / Inside Out,203506,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,1.0,0.818,0.564,0.0402,0.712,indie
feelin' gOOd,12141,18,Weezer,Island In The Sun,Weezer (Green Album),200306,spotify:track:2MLHyLy5z5l5YRp7momlgw,1.0,0.794,0.654,0.165,0.678,alt-rock
feelin' gOOd,12141,20,Rusted Root,Send Me On My Way,When I Woke,263360,spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,68.0,0.704,0.5,0.138,0.722,j-rock
feelin' gOOd,12141,24,a-ha,Take On Me,Hunting High And Low,225280,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.0,0.931,0.524,0.0588,0.811,synth-pop
feelin' gOOd,12141,26,Imagine Dragons,On Top Of The World,Night Visions,189840,spotify:track:4eLSCSELtKxZwXnFbNLXT5,0.0,0.925,0.588,0.0881,0.759,rock
feelin' gOOd,12141,27,George Ezra,Blame It on Me,Wanted On Voyage,195546,spotify:track:2Zgnaip1c876zmBhz9HifI,68.0,0.757,0.537,0.341,0.421,singer-songwriter
feelin' gOOd,12141,40,John Mayer,Waiting On the World to Change,Continuum,201173,spotify:track:5imShWWzwqfAJ9gXFpGAQh,73.0,0.756,0.578,0.249,0.663,singer-songwriter
feelin' gOOd,12141,45,Don McLean,American Pie,American Pie,516893,spotify:track:1fDsrQ23eTAVFElUMaf38X,0.0,0.563,0.461,0.302,0.477,folk
feelin' gOOd,12141,47,Emilíana Torrini,Jungle Drum,Me And Armini,133466,spotify:track:7BXToqZFtclAj6mshYWena,57.0,0.89,0.637,0.0735,0.858,trip-hop
feelin' gOOd,12141,49,Van Morrison,Brown Eyed Girl,Blowin' Your Mind!,183306,spotify:track:3yrSvpt2l1xhsV9Em88Pul,80.0,0.583,0.491,0.406,0.908,folk
feelin' gOOd,12141,55,Toploader,Dancing in the Moonlight,Onka's Big Moka,232693,spotify:track:3Fzlg5r1IjhLk2qRw667od,67.0,0.845,0.639,0.336,0.871,alt-rock
feelin' gOOd,12141,56,OneRepublic,Feel Again,Native,185080,spotify:track:5COPw6K4B6PPpeUXIE2Ry5,59.0,0.815,0.467,0.118,0.335,piano
feelin' gOOd,12141,59,MAGIC!,Red Dress,Primary Colours,200800,spotify:track:4eXwZEaNP8LIsr8GwhbIrV,50.0,0.795,0.653,0.203,0.803,reggae
feelin' gOOd,12141,69,John Denver,"Take Me Home, Country Roads","The John Denver Collection, Vol. 1: Take Me Home Country Roads",197813,spotify:track:2xYlyywNgefLCRDG8hlxZq,73.0,0.395,0.462,0.121,0.625,country
Hip hop,12146,10,J. Cole,No Role Modelz,2014 Forest Hills Drive,292986,spotify:track:62vpWI1CHwFy7tMIcSStl8,88.0,0.521,0.69,0.0534,0.494,hip-hop
Hip hop,12146,18,Fetty Wap,RGF Island,Fetty Wap,173893,spotify:track:1iuljeYz6ZG3GTJOZZkoer,59.0,0.764,0.746,0.0867,0.518,j-dance
Hip hop,12146,48,Fetty Wap,Trap Queen,Fetty Wap,222093,spotify:track:2d8JP84HNLKhmd6IYOoupQ,74.0,0.873,0.746,0.354,0.817,j-dance
Hip hop,12146,106,Travis Scott,goosebumps,Birds In The Trap Sing McKnight,243836,spotify:track:6gBFPUFcJLzWGx4lenP6h2,84.0,0.728,0.841,0.149,0.43,hip-hop
Hip hop,12146,114,Future,Mask Off,FUTURE,204600,spotify:track:0VgkVdmE4gld66l8iyGjgx,83.0,0.434,0.833,0.165,0.281,hip-hop
OLD SCHOOL HIP HOP,12147,10,A Tribe Called Quest,Can I Kick It?,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),251573,spotify:track:3Ti0GdlrotgwsAVBBugv0I,70.0,0.666,0.848,0.129,0.744,hardcore
OLD SCHOOL HIP HOP,12147,15,Aerosmith,Sweet Emotion,Toys In The Attic,274133,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,74.0,0.76,0.38,0.104,0.491,hard-rock
OLD SCHOOL HIP HOP,12147,22,Nas,N.Y. State of Mind,Illmatic XX,293973,spotify:track:5zwz05jkQVT68CjUpPwFZe,72.0,0.91,0.665,0.227,0.887,hardcore
OLD SCHOOL HIP HOP,12147,31,Naughty By Nature,Hip Hop Hooray,19 Naughty III,267266,spotify:track:1w29UTa5uUvIri2tWtZ12Y,67.0,0.642,0.862,0.272,0.765,hardcore
OLD SCHOOL HIP HOP,12147,59,James Blake,Retrograde,Overgrown,223600,spotify:track:03CLsFk6JSz301bKuukPSD,64.0,0.251,0.533,0.134,0.186,electronic
OLD SCHOOL HIP HOP,12147,62,Gramatik,Hit That Jive,SB2,203050,spotify:track:02uRToy7bttYcKCO3vIStA,52.0,0.684,0.896,0.164,0.686,trip-hop
OLD SCHOOL HIP HOP,12147,63,Ray Charles,Hit the Road Jack,Georgia On My Mind,118266,spotify:track:49fzPkBb3aOUWYRKaTWVhm,70.0,0.571,0.598,0.513,0.962,blues
OLD SCHOOL HIP HOP,12147,65,The Notorious B.I.G.,Juicy,Ready To Die The Remaster,302693,spotify:track:5ByAIlEEnxYdvpnezg7HTX,62.0,0.767,0.887,0.0527,0.607,hardcore
OLD SCHOOL HIP HOP,12147,66,The Notorious B.I.G.,Big Poppa,Ready To Die The Remaster,252746,spotify:track:2g8HN35AnVGIk7B8yMucww,49.0,0.671,0.765,0.0506,0.798,hardcore
OLD SCHOOL HIP HOP,12147,68,Pharoahe Monch,Simon Says,Straight Outta Old Skool,173186,spotify:track:4P2q1rzZ0XVb2vs3KSUXNF,64.0,0.916,0.664,0.164,0.559,alternative
OLD SCHOOL HIP HOP,12147,69,Brazilian Girls,Die Gedanken Sind Frei (Thoughts Are Free),Brazilian Girls,268720,spotify:track:0z9eRMy7WzuqOSEdENs2WV,18.0,0.943,0.653,0.1,0.573,trip-hop
OLD SCHOOL HIP HOP,12147,97,Obie Trice,The Setup,Cheers,193000,spotify:track:6F8PrqWaLDI3BeMLUWBLab,61.0,0.738,0.908,0.0829,0.79,hardcore
OLD SCHOOL HIP HOP,12147,111,Shaggy,Boombastic,Boombastic,249933,spotify:track:4fxF8ljwryMZX5c9EKrLFE,1.0,0.887,0.852,0.311,0.788,reggae
OLD SCHOOL HIP HOP,12147,115,House Of Pain,Jump Around,House of Pain (Fine Malt Lyrics),214946,spotify:track:3TZwjdclvWt7iPJUnMpgcs,65.0,0.71,0.854,0.166,0.818,hard-rock
Sad/Chill,12148,27,Halsey,Now Or Never,hopeless fountain kingdom,214801,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,67.0,0.585,0.67,0.131,0.447,indie-pop
Sad/Chill,12148,39,Kendrick Lamar,HUMBLE.,DAMN.,177000,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,84.0,0.621,0.908,0.0958,0.421,hip-hop
Sad/Chill,12148,51,Gorillaz,Rhinestone Eyes,Plastic Beach,200173,spotify:track:1foMv2HQwfQ2vntFf9HFeG,80.0,0.703,0.676,0.0463,0.852,alternative
Sad/Chill,12148,53,Gorillaz,On Melancholy Hill,Plastic Beach,233866,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,78.0,0.739,0.689,0.064,0.578,alternative
Sad/Chill,12148,61,Cage The Elephant,Sweetie Little Jean,Tell Me I'm Pretty,224893,spotify:track:4dpEYOPcmHNfvERbiajp3G,63.0,0.532,0.524,0.242,0.367,blues
Sad/Chill,12148,62,Cage The Elephant,Telescope,Melophobia,228293,spotify:track:0tkBOcK7oRVXQJY97zzSvr,65.0,0.481,0.589,0.0986,0.176,blues
Sad/Chill,12148,82,James Blake,Retrograde,Overgrown,223600,spotify:track:03CLsFk6JSz301bKuukPSD,64.0,0.251,0.533,0.134,0.186,electronic
Sad/Chill,12148,98,Frank Ocean,Ivy,Blonde,249191,spotify:track:2ZWlPOoWh0626oTaHrnl2a,81.0,0.386,0.575,0.229,0.466,soul
Sad/Chill,12148,101,Frank Ocean,White Ferrari,Blonde,248807,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,79.0,0.0958,0.501,0.298,0.204,soul
Sad/Chill,12148,102,Frank Ocean,Thinkin Bout You,channel ORANGE,200746,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,78.0,0.339,0.721,0.0973,0.2,soul
Sad/Chill,12148,121,Charlie Puth,Attention,Attention,211475,spotify:track:4iLqG9SeJSnt0cSPICSjxv,83.0,0.613,0.775,0.134,0.797,dance
Sad/Chill,12148,139,XXXTENTACION,Revenge,17,120026,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,87.0,0.251,0.746,0.106,0.18,emo
Sad/Chill,12148,140,XXXTENTACION,I Don't Wanna Do This Anymore,Revenge,87560,spotify:track:1HLCN534JKZNojcDgbYTVb,77.0,0.778,0.433,0.139,0.764,emo
Sad/Chill,12148,152,X Ambassadors,Unsteady,VHS,193546,spotify:track:7lGKEWMXVWWTt3X71Bv44I,74.0,0.665,0.389,0.116,0.199,alt-rock
Sad/Chill,12148,154,The Weeknd,Die For You,Starboy,260253,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,88.0,0.525,0.582,0.134,0.51,pop
