playlist_name,playlist_id,pos,artist_name,track_name,album_name,duration_ms,track_uri,popularity,energy,danceability,liveness,valence,track_genre,artist_searched,artist,album,release_date,explicit,track_id
Zen,12174.0,49.0,Adele,Hello,25,295493,spotify:track:4sPmO7WMQUAf45kwMOtONw,74.0,0.43,0.578,0.0854,0.288,british,,,,,,
New Country ,12176.0,6.0,Rascal Flatts,I Won't Let Go,Nothing Like This,227760,spotify:track:1T1C9VVQ1lb60WxWZx7KoG,52.0,0.406,0.557,0.113,0.222,country,,,,,,
New Country ,12176.0,7.0,Eli Young Band,Drunk Last Night,"10,000 Towns",219213,spotify:track:4hnK8P3v7kE7T4PMBYwRhu,1.0,0.858,0.525,0.102,0.57,country,,,,,,
Country ,12177.0,7.0,Eric Church,Drink In My Hand,Chief,191306,spotify:track:1cktZnxiONH0hR6Q3DKy8h,0.0,0.913,0.626,0.293,0.946,country,,,,,,
Country ,12177.0,40.0,George Jones,The Grand Tour,George Jones - 16 Biggest Hits,187373,spotify:track:5lXX4SAV6HBaVnZ6sUQPNE,29.0,0.214,0.482,0.287,0.442,honky-tonk,,,,,,
Country ,12177.0,57.0,Billy Currington,Pretty Good At Drinkin' Beer,Enjoy Yourself,179906,spotify:track:6a7wXoZOARI8IqEXObjhDz,0.0,0.678,0.769,0.0939,0.581,country,,,,,,
Country ,12177.0,61.0,Billy Currington,People Are Crazy,Little Bit Of Everything,231360,spotify:track:5JnLiuMgRAWoHYOhatFP3s,0.0,0.714,0.657,0.127,0.361,country,,,,,,
Country ,12177.0,79.0,George Strait,Amarillo By Morning,Strait From The Heart,173466,spotify:track:4TnUKixNWMfajncgdSwFoi,70.0,0.361,0.606,0.38,0.621,country,,,,,,
Country ,12177.0,86.0,George Strait,Heartland - Pure Country/Soundtrack Version,Pure Country,138160,spotify:track:0U4R6UqrJo43TmImPku9H8,0.0,0.89,0.449,0.112,0.696,country,,,,,,
Country ,12177.0,93.0,Brooks & Dunn,Boot Scootin' Boogie,The Essential Brooks & Dunn,198226,spotify:track:0KMzyApR43L4JH9ZMHS1Km,71.0,0.817,0.656,0.304,0.862,country,,,,,,
Country ,12177.0,100.0,Josh Turner,Your Man,Your Man,211893,spotify:track:1WzAeadSKJhqykZFbJNmQv,73.0,0.637,0.744,0.0696,0.785,country,,,,,,
Country ,12177.0,119.0,Old Crow Medicine Show,Wagon Wheel,O.C.M.S.,232133,spotify:track:359krpyCKcFF8SFvqWES9L,67.0,0.403,0.621,0.114,0.634,bluegrass,,,,,,
Country ,12177.0,121.0,John Denver,"Take Me Home, Country Roads","The John Denver Collection, Vol. 1: Take Me Home Country Roads",197813,spotify:track:2xYlyywNgefLCRDG8hlxZq,73.0,0.395,0.462,0.121,0.625,country,,,,,,
Country ,12177.0,125.0,Little Big Town,Boondocks,The Road To Here,272346,spotify:track:3duP6mBVDsHM8ioN7o7dAK,0.0,0.78,0.406,0.474,0.687,country,,,,,,
Country ,12177.0,132.0,Carrie Underwood,Before He Cheats,Some Hearts,199946,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,78.0,0.749,0.519,0.119,0.29,country,,,,,,
Country ,12177.0,143.0,Shania Twain,Any Man Of Mine,The Woman In Me,246760,spotify:track:0pdfN7nOHMYmKykzu1cyfm,73.0,0.725,0.592,0.148,0.784,country,,,,,,
Collab,12178.0,3.0,Cage The Elephant,Sweetie Little Jean,Tell Me I'm Pretty,224893,spotify:track:4dpEYOPcmHNfvERbiajp3G,63.0,0.532,0.524,0.242,0.367,blues,,,,,,
Collab,12178.0,4.0,Cage The Elephant,Spiderhead,Melophobia,222813,spotify:track:5r5Lj2MkgwQJz6TaBdL865,63.0,0.946,0.543,0.106,0.547,blues,,,,,,
Collab,12178.0,5.0,The Beatles,Hey Jude - Remastered 2015,1,425653,spotify:track:3H7sv3Krffn15BufUuXzf3,74.0,0.607,0.386,0.088,0.532,british,,,,,,
Collab,12178.0,6.0,The Beatles,Twist And Shout - Remastered 2009,Please Please Me,155226,spotify:track:4Z1fbYp0HuxLBje4MOZcSD,75.0,0.849,0.482,0.0414,0.937,british,,,,,,
Collab,12178.0,8.0,Tom Petty and the Heartbreakers,American Girl,Tom Petty & The Heartbreakers,214733,spotify:track:7MRyJPksH3G2cXHN8UKYzP,0.0,0.823,0.552,0.366,0.775,folk,,,,,,
Collab,12178.0,11.0,BØRNS,Electric Love,Dopamine,218106,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,82.0,0.797,0.611,0.26,0.518,rock,,,,,,
Collab,12178.0,13.0,Amy Winehouse,Back To Black,Back To Black,240440,spotify:track:2s4BsyV3KhhrtsdtNfzoqb,81.0,0.422,0.403,0.0861,0.378,british,,,,,,
Collab,12178.0,14.0,The Neighbourhood,Sweater Weather,I Love You.,240400,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,93.0,0.807,0.612,0.101,0.398,alt-rock,,,,,,
Collab,12178.0,17.0,The Lumineers,Ophelia,Cleopatra,160106,spotify:track:6ZYS6QQxTLsQ6IFXdVx1r4,79.0,0.573,0.664,0.0857,0.566,folk,,,,,,
Collab,12178.0,21.0,Creedence Clearwater Revival,Fortunate Son,Willy And The Poor Boys,140773,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,0.0,0.663,0.64,0.152,0.665,country,,,,,,
Collab,12178.0,22.0,The Killers,Mr. Brightside,Hot Fuss,222586,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,2.0,0.931,0.344,0.0903,0.251,alt-rock,,,,,,
Collab,12178.0,23.0,Journey,Don't Stop Believin',Escape,250986,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,83.0,0.748,0.5,0.447,0.514,hard-rock,,,,,,
Collab,12178.0,25.0,The Wallflowers,One Headlight,Bringing Down The Horse,312587,spotify:track:0z1b34WikhOH9ZxU8QDWcv,0.0,0.643,0.683,0.0564,0.771,alt-rock,,,,,,
Collab,12178.0,36.0,Fitz and The Tantrums,HandClap,Fitz and The Tantrums,193253,spotify:track:7j56HrjR9cGzvekvZY3Faz,0.0,0.836,0.634,0.0828,0.715,alt-rock,,,,,,
Collab,12178.0,37.0,MGMT,Electric Feel,Oracular Spectacular/Congratulations,229640,spotify:track:0vaf64cpnqM7COUZZkoBig,77.0,0.803,0.763,0.348,0.561,alt-rock,,,,,,
Collab,12178.0,41.0,Bob Marley & The Wailers,Three Little Birds,Exodus,180266,spotify:track:4efoEY8iDBzUqitjmNDhpN,78.0,0.49,0.826,0.0415,0.627,reggae,,,,,,
Collab,12178.0,42.0,The Rolling Stones,Sympathy For The Devil,Beggars Banquet,377746,spotify:track:4sFbojhVXQv7dBC9PVCcRn,1.0,0.67,0.636,0.0453,0.572,british,,,,,,
Collab,12178.0,46.0,The Chainsmokers,Paris,Memories...Do Not Open,221506,spotify:track:72jbDTw1piOOj770jWNeaG,74.0,0.658,0.653,0.0939,0.219,dance,,,,,,
Collab,12178.0,54.0,Cage The Elephant,Cold Cold Cold,Tell Me I'm Pretty,214386,spotify:track:1Q3t9fWvHUXKsMmpD2XpUu,69.0,0.789,0.549,0.059,0.715,blues,,,,,,
Collab,12178.0,57.0,Cage The Elephant,Cigarette Daydreams,Melophobia,208760,spotify:track:2tznHmp70DxMyr2XhWLOW0,79.0,0.676,0.636,0.0831,0.273,blues,,,,,,
Collab,12178.0,62.0,Declan McKenna,Brazil,What Do You Think About the Car?,252306,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,80.0,0.617,0.687,0.0898,0.665,alt-rock,,,,,,
Collab,12178.0,63.0,MGMT,Kids,Oracular Spectacular/Congratulations,302840,spotify:track:5QldjuXcxplhjjUqLrzl6H,78.0,0.931,0.451,0.361,0.172,alt-rock,,,,,,
faith,12179.0,5.0,Rend Collective,My Lighthouse,The Art Of Celebration,224169,spotify:track:5AcdaSVQfLcUKMaqchfBie,61.0,0.805,0.545,0.781,0.727,world-music,,,,,,
faith,12179.0,8.0,Chris Tomlin,How Great Is Our God,How Great Is Our God: The Essential Collection,305426,spotify:track:0jOSpB2zK2O0SNxj8ZT5lp,64.0,0.573,0.318,0.0854,0.0765,alt-rock,,,,,,
faith,12179.0,9.0,Chris Tomlin,Amazing Grace (My Chains Are Gone),See The Morning - Special Edition,268666,spotify:track:1XRU97Tx69sJGyd9TDvGxY,60.0,0.164,0.471,0.101,0.17,world-music,,,,,,
faith,12179.0,14.0,Matt Maher,"Lord, I Need You",All The People Said Amen,205666,spotify:track:4EHWldZTas5KUyFtT0rQlY,64.0,0.451,0.457,0.0928,0.185,alt-rock,,,,,,
faith,12179.0,24.0,Michael W. Smith,You Are Holy (Prince Of Peace),The Second Decade 1993-2003,320026,spotify:track:1gUoaZkPi7vMZdxMlGsGOw,50.0,0.756,0.501,0.967,0.293,world-music,,,,,,
faith,12179.0,37.0,Matt Redman,"10,000 Reasons (Bless The Lord) - Live","10,000 Reasons",342493,spotify:track:0fxpHpK3aw2nFWII6yveDD,66.0,0.485,0.431,0.544,0.367,alt-rock,,,,,,
faith,12179.0,38.0,Matt Redman,Blessed Be Your Name,Blessed Be Your Name,348933,spotify:track:51ndwDACfzlvfOYnwp4ryn,55.0,0.819,0.443,0.696,0.0983,world-music,,,,,,
faith,12179.0,43.0,Chris Tomlin,Good Good Father,The Ultimate Playlist,293398,spotify:track:1CvoOXxJqC2VHwgjZxjGX5,66.0,0.587,0.429,0.108,0.164,alt-rock,,,,,,
faith,12179.0,46.0,Urban Rescue,Song Of My Father,Wild Heart,247386,spotify:track:4LjGJzjSR48S5zsYGnYZ8q,58.0,0.447,0.532,0.0782,0.236,world-music,,,,,,
faith,12179.0,53.0,for KING & COUNTRY,Shoulders,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),303306,spotify:track:5MCG4XcVcvCOXWpSg2cfRC,55.0,0.744,0.518,0.109,0.161,world-music,,,,,,
faith,12179.0,55.0,Michael W. Smith,Open The Eyes Of My Heart - Live,Worship,321933,spotify:track:4um6ZMnib1I7VuG3c6jGm5,54.0,0.568,0.388,0.715,0.207,world-music,,,,,,
faith,12179.0,58.0,Chris Tomlin,Our God,And If Our God Is For Us...,285160,spotify:track:40lKptao1hxVqA7fd1OOGp,63.0,0.778,0.509,0.19,0.216,alt-rock,,,,,,
faith,12179.0,61.0,Tenth Avenue North,I Have This Hope,Followers,204800,spotify:track:5ELZpvTDGorz9BIE9zaBoZ,52.0,0.336,0.422,0.189,0.11,world-music,,,,,,
Throwback Jams,12180.0,1.0,Panic! At The Disco,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,187613,spotify:track:4bPQs0PHn4xbipzdPfn6du,3.0,0.792,0.565,0.114,0.639,rock,,,,,,
Throwback Jams,12180.0,2.0,Fall Out Boy,Thnks fr th Mmrs,Infinity On High,203506,spotify:track:18GC3F8YPGB8CePXcTUizQ,2.0,0.897,0.458,0.103,0.602,emo,,,,,,
Throwback Jams,12180.0,6.0,blink-182,All The Small Things,Enema Of The State,168000,spotify:track:12qZHAeOyTf93YAWvGDTat,2.0,0.9,0.442,0.395,0.609,punk-rock,,,,,,
Throwback Jams,12180.0,7.0,The All-American Rejects,Move Along,Move Along,238880,spotify:track:2l57cfmCnOkwNX1tky02n1,61.0,0.92,0.526,0.371,0.615,punk-rock,,,,,,
Throwback Jams,12180.0,11.0,Semisonic,Closing Time,Feeling Strangely Fine,273533,spotify:track:4EnkwZd0UJAuHpNMMemQaA,0.0,0.854,0.478,0.115,0.274,alt-rock,,,,,,
Throwback Jams,12180.0,13.0,All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",182826,spotify:track:0J69x3mqm7U6tBPKsjpsWR,77.0,0.895,0.459,0.206,0.572,punk-rock,,,,,,
Throwback Jams,12180.0,15.0,Cascada,Everytime We Touch - Radio Edit,Everytime We Touch,199120,spotify:track:6MjljecHzHelUDismyKkba,63.0,0.977,0.64,0.371,0.493,german,,,,,,
Throwback Jams,12180.0,16.0,Paramore,Misery Business,RIOT!,211520,spotify:track:6SpLc7EXZIPpy0sVko0aoU,1.0,0.906,0.513,0.113,0.73,emo,,,,,,
Throwback Jams,12180.0,21.0,Oasis,Wonderwall - Remastered,(What's The Story) Morning Glory? [Remastered],258773,spotify:track:5qqabIl2vWzo9ApSC317sa,78.0,0.896,0.378,0.194,0.469,rock,,,,,,
Throwback Jams,12180.0,22.0,The Offspring,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",177826,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,81.0,0.917,0.55,0.197,0.601,alt-rock,,,,,,
Throwback Jams,12180.0,31.0,Owl City,Fireflies,Ocean Eyes,228346,spotify:track:1mr3616BzLdhXfJmLmRsO8,79.0,0.662,0.512,0.118,0.472,indie-pop,,,,,,
Throwback Jams,12180.0,33.0,Iyaz,Replay,Replay,182306,spotify:track:4E5P1XyAFtrjpiIxkydly4,76.0,0.751,0.706,0.168,0.195,dance,,,,,,
Throwback Jams,12180.0,36.0,The Killers,Somebody Told Me,Hot Fuss,197160,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,0.0,0.981,0.508,0.0555,0.746,alt-rock,,,,,,
Throwback Jams,12180.0,41.0,Lady Gaga,Paparazzi,The Fame,208306,spotify:track:02XnQdf7sipaKBBHixz3Zp,4.0,0.734,0.761,0.086,0.375,dance,,,,,,
Throwback Jams,12180.0,43.0,Cascada,Evacuate The Dancefloor,Evacuate The Dancefloor,207200,spotify:track:0jDWRUbxSn8zQlwFbeLHwo,63.0,0.702,0.762,0.314,0.898,techno,,,,,,
Throwback Jams,12180.0,73.0,Neon Trees,Everybody Talks,Picture Show,177280,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,80.0,0.924,0.471,0.313,0.725,alt-rock,,,,,,
Throwback Jams,12180.0,78.0,Fall Out Boy,"Sugar, We're Goin Down",From Under The Cork Tree,229093,spotify:track:2TfSHkHiFO4gRztVIkggkE,2.0,0.887,0.5,0.114,0.631,emo,,,,,,
Throwback Jams,12180.0,79.0,Fall Out Boy,"Dance, Dance",From Under The Cork Tree,180266,spotify:track:0a7BloCiNzLDD9qSQHh5m7,77.0,0.961,0.622,0.0854,0.449,emo,,,,,,
Throwback Jams,12180.0,80.0,Paramore,Ignorance,brand new eyes,218626,spotify:track:5ZdrNnYV5VZWds4WXKf8kf,69.0,0.964,0.522,0.0387,0.51,emo,,,,,,
Throwback Jams,12180.0,81.0,Paramore,That's What You Get,RIOT!,220480,spotify:track:1JdKrFyoU05abww0Zv0ayQ,68.0,0.831,0.528,0.141,0.632,emo,,,,,,
Throwback Jams,12180.0,82.0,Paramore,crushcrushcrush,RIOT!,189373,spotify:track:3VA4sjTMSTTF02hFGmlpJh,65.0,0.793,0.631,0.0976,0.648,emo,,,,,,
Throwback Jams,12180.0,85.0,Boys Like Girls,The Great Escape,Boys Like Girls,206520,spotify:track:6GIrIt2M39wEGwjCQjGChX,55.0,0.94,0.423,0.178,0.505,punk-rock,,,,,,
Throwback Jams,12180.0,88.0,The Killers,Mr. Brightside,Hot Fuss,222586,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,2.0,0.931,0.344,0.0903,0.251,alt-rock,,,,,,
Throwback Jams,12180.0,90.0,Good Charlotte,The Anthem,Good Charlotte/The Young And The Hopeless,175093,spotify:track:3SqOC9IRDYGSq9cH6K2GQI,74.0,0.939,0.494,0.139,0.893,metal,,,,,,
Throwback Jams,12180.0,91.0,Jimmy Eat World,The Middle,Bleed American,168253,spotify:track:3mcG2NI5G5vhrQtRda1YnA,0.0,0.848,0.644,0.0676,0.928,alt-rock,,,,,,
Throwback Jams,12180.0,94.0,The Summer Set,Lightning In A Bottle,Legendary,245492,spotify:track:1Vk6binioVDRup8aSqS53T,53.0,0.865,0.656,0.298,0.772,piano,,,,,,
Throwback Jams,12180.0,97.0,Secondhand Serenade,Fall for You (Acoustic),A Naked Twist in My Story,176946,spotify:track:5V7mTIcXVU9k2JNu0mE6vy,64.0,0.307,0.433,0.0635,0.378,piano,,,,,,
Throwback Jams,12180.0,98.0,Plain White T's,Rhythm Of Love,Wonders Of The Younger,200200,spotify:track:6MDTpYxPFL0wtFd0pjfKws,53.0,0.549,0.531,0.118,0.681,punk-rock,,,,,,
Throwback Jams,12180.0,100.0,Parachute,The Mess I Made,Losing Sleep,230613,spotify:track:0hwJDnHhXkieZLXACWYlwQ,49.0,0.572,0.423,0.231,0.17,acoustic,,,,,,
Throwback Jams,12180.0,101.0,Parachute,Kiss Me Slowly,The Way It Was,235813,spotify:track:760GxmiU9FCmP5jgnLsNtz,61.0,0.801,0.47,0.218,0.431,acoustic,,,,,,
Throwback Jams,12180.0,110.0,Adele,Set Fire to the Rain,21,241693,spotify:track:3CKCZ9pfwAfoMZlMncA1Nc,80.0,0.67,0.603,0.112,0.446,british,,,,,,
Throwback Jams,12180.0,112.0,The Script,The Man Who Can't Be Moved,The Script,241466,spotify:track:67EY6aDoIx8czEPS6a2AaI,75.0,0.629,0.605,0.097,0.308,rock,,,,,,
Throwback Jams,12180.0,114.0,Matchbox Twenty,Unwell,More Than You Think You Are,228706,spotify:track:6Bm6qUCSatPAqkQllFL7oA,66.0,0.788,0.256,0.707,0.429,grunge,,,,,,
Throwback Jams,12180.0,121.0,Weezer,Beverly Hills,Make Believe,196093,spotify:track:1yKu2MhpwzDXXH2tzG6xoa,71.0,0.823,0.693,0.328,0.741,power-pop,,,,,,
Throwback Jams,12180.0,130.0,Yellowcard,Ocean Avenue,Ocean Avenue,198266,spotify:track:23oxJmDc1V9uLUSmN2LIvx,74.0,0.904,0.486,0.0947,0.786,punk,,,,,,
Throwback Jams,12180.0,131.0,We The Kings,Say You Like Me,Sunshine State of Mind,210440,spotify:track:6MqVzYyReYtY0Sgw9alj5I,21.0,0.744,0.412,0.21,0.342,piano,,,,,,
Throwback Jams,12180.0,132.0,Bowling For Soup,1985,A Hangover You Don't Deserve,193000,spotify:track:5oQcOu1omDykbIPSdSQQNJ,71.0,0.887,0.606,0.337,0.903,punk-rock,,,,,,
Throwback Jams,12180.0,134.0,The Red Jumpsuit Apparatus,Face Down,Don't You Fake It,192000,spotify:track:4wzjNqjKAKDU82e8uMhzmr,76.0,0.932,0.545,0.127,0.464,punk-rock,,,,,,
Throwback Jams,12180.0,135.0,My Chemical Romance,Teenagers,The Black Parade,161920,spotify:track:7j31rVgGX9Q2blT92VBEA0,2.0,0.858,0.459,0.184,0.855,emo,,,,,,
Throwback Jams,12180.0,140.0,Fountains Of Wayne,Stacy's Mom,Welcome Interstate Managers,197986,spotify:track:27L8sESb3KR79asDUBu8nW,76.0,0.75,0.774,0.0808,0.927,alt-rock,,,,,,
Throwback Jams,12180.0,141.0,My Chemical Romance,Welcome to the Black Parade,The Black Parade,311106,spotify:track:5wQnmLuC1W7ATsArWACrgW,79.0,0.905,0.217,0.222,0.236,emo,,,,,,
Throwback Jams,12180.0,143.0,Green Day,American Idiot,American Idiot,176346,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,79.0,0.988,0.38,0.368,0.769,punk,,,,,,
Throwback Jams,12180.0,153.0,Third Eye Blind,Semi-Charmed Life,Third Eye Blind,268360,spotify:track:42et6fnHCw1HIPSrdPprMl,75.0,0.864,0.64,0.123,0.701,grunge,,,,,,
Throwback Jams,12180.0,154.0,Green Day,Basket Case,Dookie,181533,spotify:track:6L89mwZXSOwYl76YXfX13s,2.0,0.943,0.441,0.091,0.781,punk,,,,,,
Throwback Jams,12180.0,155.0,Smash Mouth,All Star,Astro Lounge,200373,spotify:track:3cfOd4CMv2snFaKAnMdnvK,0.0,0.867,0.731,0.0861,0.776,alt-rock,,,,,,
Throwback Jams,12180.0,163.0,Third Eye Blind,Jumper - 1998 Edit,Third Eye Blind,272973,spotify:track:3354J49VpkbZJho7Ztdzpw,67.0,0.543,0.599,0.291,0.624,grunge,,,,,,
Throwback Jams,12180.0,165.0,Justin Bieber,One Time,My World,215866,spotify:track:6eDApnV9Jdb1nYahOlbbUh,3.0,0.856,0.69,0.0761,0.74,pop,,,,,,
Throwback Jams,12180.0,168.0,Weezer,Island In The Sun,Weezer (Green Album),200306,spotify:track:2MLHyLy5z5l5YRp7momlgw,1.0,0.794,0.654,0.165,0.678,alt-rock,,,,,,
80's Pop,12181.0,2.0,Cyndi Lauper,Girls Just Want to Have Fun,She's So Unusual,238266,spotify:track:4y1LsJpmMti1PfRQV9AWWe,79.0,0.799,0.71,0.349,0.725,disco,,,,,,
80's Pop,12181.0,6.0,The Buggles,Video Killed The Radio Star,The Age Of Plastic,253733,spotify:track:7o7E1nrHWncYY7PY94gCiX,72.0,0.678,0.68,0.204,0.251,synth-pop,,,,,,
80's Pop,12181.0,13.0,Simple Minds,Don't You (Forget About Me),Once Upon A Time,263040,spotify:track:4aWn4NHlELpOehxsBaQeoe,2.0,0.858,0.638,0.333,0.743,synth-pop,,,,,,
80's Pop,12181.0,19.0,Simple Minds,Alive And Kicking,Once Upon A Time,289453,spotify:track:1bWeLRzg1BxZpPfEMkbsnN,66.0,0.913,0.572,0.128,0.561,synth-pop,,,,,,
80's Pop,12181.0,22.0,Nena,99 Luftballons,2 in 1 Nena,231466,spotify:track:709JP07qJbz95uMOLHYlWu,27.0,0.467,0.636,0.117,0.58,german,,,,,,
80's Pop,12181.0,25.0,a-ha,Take On Me,Hunting High And Low,225280,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.0,0.931,0.524,0.0588,0.811,synth-pop,,,,,,
80's Pop,12181.0,35.0,Gary Numan,Cars,The Pleasure Principle,238906,spotify:track:6HZ67VImxqr8aMBEEhblzf,63.0,0.578,0.545,0.0692,0.819,synth-pop,,,,,,
80's Pop,12181.0,37.0,Eddie Money,Take Me Home Tonight,Can'T Hold Back,211160,spotify:track:7b4yGtR0rujvLi5EBfKKJ2,70.0,0.768,0.608,0.0942,0.748,hard-rock,,,,,,
80's Pop,12181.0,38.0,The J. Geils Band,Centerfold,Freeze Frame,216533,spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt,74.0,0.677,0.653,0.403,0.888,blues,,,,,,
80's Pop,12181.0,39.0,Simple Minds,Don't You (Forget About Me),Once Upon A Time,263040,spotify:track:4aWn4NHlELpOehxsBaQeoe,2.0,0.858,0.638,0.333,0.743,synth-pop,,,,,,
80's Pop,12181.0,41.0,Nu Shooz,I Can't Wait,Take On Me - 80's The Collection,218826,spotify:track:6hdNOhGNR1x0q7xPfOfYhm,0.0,0.844,0.784,0.0682,0.94,disco,,,,,,
80's Pop,12181.0,51.0,Tears For Fears,Everybody Wants To Rule The World,Songs From The Big Chair,251480,spotify:track:40dJCw4xU6Bd5ie9rfagNo,87.0,0.795,0.645,0.104,0.535,synth-pop,,,,,,
80's Pop,12181.0,54.0,Fine Young Cannibals,She Drives Me Crazy,The Raw And The Cooked,215773,spotify:track:2BPfKiV9U0CR1dpUgeUwuH,74.0,0.687,0.799,0.0307,0.965,synth-pop,,,,,,
80's Pop,12181.0,60.0,Bananarama,Cruel Summer,Bananarama,215326,spotify:track:2EGaDf0cPX789H3LNeB03D,66.0,0.871,0.666,0.263,0.936,disco,,,,,,
80's Pop,12181.0,62.0,ABC,Poison Arrow,The Lexicon Of Love,204266,spotify:track:46EfOYq59bLsA8KU3UauRK,0.0,0.861,0.725,0.245,0.819,synth-pop,,,,,,
80's Pop,12181.0,64.0,Men Without Hats,The Safety Dance,Rhythm of Youth,277480,spotify:track:5ZpDiWqCG93McsnuHu9uCR,63.0,0.882,0.525,0.101,0.623,synth-pop,,,,,,
80's Pop,12181.0,72.0,Blondie,Heart Of Glass - Special Mix,Greatest Hits,272280,spotify:track:6tP1NaAIoxSTzeFgCUO66V,0.0,0.78,0.659,0.181,0.807,power-pop,,,,,,
80's Pop,12181.0,73.0,The Cure,Friday I'm In Love,Wish,215160,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,1.0,0.946,0.552,0.368,0.458,punk-rock,,,,,,
80's Pop,12181.0,74.0,Wang Chung,Dance Hall Days,Points On The Curve,240800,spotify:track:3OM0cHwmJv6ZpsCgrEzXPh,68.0,0.589,0.664,0.221,0.54,synth-pop,,,,,,
80's Pop,12181.0,75.0,Wang Chung,Everybody Have Fun Tonight,Mosaic,287360,spotify:track:6qBSGvyUzqNQv8XtnzCr9n,59.0,0.619,0.728,0.039,0.747,synth-pop,,,,,,
80's Pop,12181.0,77.0,The Bangles,Walk Like an Egyptian,Different Light,204560,spotify:track:3BGbqEDio3ocx1v4egIYr6,63.0,0.891,0.724,0.3,0.818,disco,,,,,,
80's Pop,12181.0,79.0,Level 42,Lessons In Love,Running In The Family,246013,spotify:track:1xgsWtVVhqEVBGuMd0UrZh,0.0,0.928,0.685,0.206,0.882,disco,,,,,,
80's Pop,12181.0,83.0,The Police,Message In A Bottle - Remastered 2003,Reggatta De Blanc,290280,spotify:track:3bN4tg6rnNPy9GCkGhym4T,3.0,0.808,0.568,0.218,0.849,rock,,,,,,
80's Pop,12181.0,84.0,The Police,Roxanne - Remastered 2003,Outlandos D'Amour,191500,spotify:track:3FmAUR4SPWa3P1KyDf21Fu,2.0,0.752,0.615,0.0479,0.66,rock,,,,,,
80's Pop,12181.0,85.0,Joe Jackson,Steppin' Out,Night And Day,262866,spotify:track:0tBTnrMcc91qKP9dHqhsS7,58.0,0.474,0.584,0.0518,0.651,power-pop,,,,,,
80's Pop,12181.0,87.0,Dexys Midnight Runners,Come On Eileen,Too Rye Ay,287306,spotify:track:0EMmVUYs9ZZRHtlADB88uz,2.0,0.769,0.45,0.306,0.604,ska,,,,,,
80's Pop,12181.0,91.0,REO Speedwagon,Can't Fight This Feeling,Wheels Are Turnin',294773,spotify:track:5WwqdeavrQrbeAMDxGawse,73.0,0.48,0.408,0.0877,0.19,hard-rock,,,,,,
2012,12182.0,11.0,M.I.A.,Bad Girls,Matangi,227520,spotify:track:6iBaw0T7b3pTmMH1eMrul0,76.0,0.912,0.639,0.097,0.343,indie-pop,,,,,,
2012,12182.0,15.0,Lana Del Rey,Born To Die,Born To Die - The Paradise Edition,285400,spotify:track:4Ouhoi2lAhrLJKFzUqEzwl,6.0,0.636,0.206,0.217,0.394,pop,,,,,,
2012,12182.0,18.0,Ellie Goulding,Lights - Single Version,Bright Lights,210853,spotify:track:2bRXehD283NioREYxlohc4,0.0,0.802,0.681,0.127,0.791,dance,,,,,,
2012,12182.0,19.0,Frank Ocean,Thinkin Bout You,channel ORANGE,200746,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,78.0,0.339,0.721,0.0973,0.2,soul,,,,,,
my feels,12184.0,19.0,blackbear,do re mi,digital druglord,212027,spotify:track:3Q3myFA7q4Op95DOpHplaY,73.0,0.593,0.745,0.123,0.17,electro,,,,,,
mom,12185.0,12.0,The Neighbourhood,Sweater Weather,I Love You.,240400,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,93.0,0.807,0.612,0.101,0.398,alt-rock,,,,,,
mom,12185.0,13.0,Roy Orbison,Only the Lonely,Sings Lonely and Blue,145533,spotify:track:0PkBTqRtN25z3oKasWoKlj,61.0,0.529,0.57,0.203,0.934,rock-n-roll,,,,,,
Rap,12187.0,70.0,Future,Mask Off,FUTURE,204600,spotify:track:0VgkVdmE4gld66l8iyGjgx,83.0,0.434,0.833,0.165,0.281,hip-hop,,,,,,
Rap,12187.0,157.0,Lil Pump,Gucci Gang,Lil Pump,124055,spotify:track:43ZyHQITOjhciSUUNPVRHc,64.0,0.523,0.936,0.117,0.699,emo,,,,,,
Rap,12187.0,159.0,Lil Pump,Boss,Lil Pump,106020,spotify:track:1rsAFUCa6BVMgRQ3FCQQsi,61.0,0.789,0.803,0.378,0.647,emo,,,,,,
