playlist_name,playlist_id,pos,artist_name,track_name,album_name,duration_ms,track_uri,popularity,energy,danceability,liveness,valence,track_genre,track_id,release_date,explicit
random songs,12313,56,Alicia Keys,No One,As I Am,253813,spotify:track:0JEqGkvUiMTQmFY6sgL9kg,78,0.549,0.644,0.134,0.167,soul,0JEqGkvUiMTQmFY6sgL9kg,,
random songs,12313,58,The Killers,Somebody Told Me,Hot Fuss,197160,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,0,0.981,0.508,0.0555,0.746,alt-rock,7HGTkn2aX7MNdKs7nV2xBt,,
random songs,12313,64,Ed Sheeran,Shape of You,÷,233712,spotify:track:7qiZfU4dY1lWllzX7mPBI3,86,0.652,0.825,0.0931,0.931,pop,7qiZfU4dY1lWllzX7mPBI3,2017-03-03,False
random songs,12313,88,Shawn Mendes,Treat You Better,Illuminate,187973,spotify:track:4Hf7WnR761jpxPr5D46Bcd,84,0.819,0.444,0.107,0.747,dance,4Hf7WnR761jpxPr5D46Bcd,,
random songs,12313,89,blink-182,All The Small Things,Enema Of The State,168000,spotify:track:12qZHAeOyTf93YAWvGDTat,2,0.9,0.442,0.395,0.609,punk-rock,12qZHAeOyTf93YAWvGDTat,,
random songs,12313,109,BØRNS,Electric Love,Dopamine,218106,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,82,0.797,0.611,0.26,0.518,rock,2GiJYvgVaD2HtM8GqD9EgQ,,
random songs,12313,114,Fall Out Boy,"Sugar, We're Goin Down",From Under The Cork Tree,229093,spotify:track:2TfSHkHiFO4gRztVIkggkE,2,0.887,0.5,0.114,0.631,emo,2TfSHkHiFO4gRztVIkggkE,,
random songs,12313,118,The Fray,Over My Head (Cable Car),How To Save A Life,236266,spotify:track:1N62wozuHCvczCkY4QidpP,70,0.729,0.592,0.0653,0.709,piano,1N62wozuHCvczCkY4QidpP,,
random songs,12313,120,Billy Joel,Piano Man,Piano Man,336200,spotify:track:78WVLOP9pN0G3gRLFy1rAa,77,0.55,0.331,0.192,0.429,folk,78WVLOP9pN0G3gRLFy1rAa,,
random songs,12313,126,Charlie Puth,Attention,Attention,211475,spotify:track:4iLqG9SeJSnt0cSPICSjxv,83,0.613,0.775,0.134,0.797,dance,4iLqG9SeJSnt0cSPICSjxv,,
random songs,12313,127,Third Eye Blind,Semi-Charmed Life,Third Eye Blind,268360,spotify:track:42et6fnHCw1HIPSrdPprMl,75,0.864,0.64,0.123,0.701,grunge,42et6fnHCw1HIPSrdPprMl,1997-04-08,False
random songs,12313,128,All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",182826,spotify:track:0J69x3mqm7U6tBPKsjpsWR,77,0.895,0.459,0.206,0.572,punk-rock,0J69x3mqm7U6tBPKsjpsWR,,
random songs,12313,141,Linkin Park,Numb,Meteora,185586,spotify:track:2nLtzopw4rPReszdYBJU6h,83,0.863,0.496,0.639,0.243,alternative,2nLtzopw4rPReszdYBJU6h,,
random songs,12313,146,Panic! At The Disco,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,187613,spotify:track:4bPQs0PHn4xbipzdPfn6du,3,0.792,0.565,0.114,0.639,rock,4bPQs0PHn4xbipzdPfn6du,,
random songs,12313,153,Cold War Kids,First,Hold My Home,200360,spotify:track:3omXshBamrREltcf24gYDC,67,0.692,0.468,0.523,0.561,blues,3omXshBamrREltcf24gYDC,2014-10-31,False
random songs,12313,164,Lord Huron,The Night We Met,Strange Trails,208211,spotify:track:6mORGLOz79w6VsCRLWYYuK,83,0.369,0.544,0.639,0.102,folk,6mORGLOz79w6VsCRLWYYuK,,
random songs,12313,165,Shawn Mendes,There's Nothing Holdin' Me Back,Illuminate,199440,spotify:track:79cuOz3SPQTuFrp8WgftAu,86,0.813,0.866,0.0779,0.969,dance,79cuOz3SPQTuFrp8WgftAu,,
random songs,12313,195,XXXTENTACION,Jocelyn Flores,17,119133,spotify:track:7m9OqQk4RVRkw9JJdeAw96,84,0.391,0.872,0.297,0.437,emo,7m9OqQk4RVRkw9JJdeAw96,,
Summer 2016,12314,8,My Chemical Romance,House of Wolves,The Black Parade,184000,spotify:track:7j2Bmzpnf6RwEWEQ2sv8Ho,64,0.977,0.445,0.126,0.239,emo,7j2Bmzpnf6RwEWEQ2sv8Ho,,
Summer 2016,12314,11,Twenty One Pilots,Heathens,Heathens,195920,spotify:track:6i0V12jOa3mr6uu4WYhUBr,81,0.396,0.732,0.105,0.548,rock,6i0V12jOa3mr6uu4WYhUBr,2016-06-16,False
Chill,12316,14,Jaymes Young,I'll Be Good,Feel Something,247346,spotify:track:4JuJZzGcswQszYiKJSnC6i,0,0.277,0.393,0.0966,0.123,rock,4JuJZzGcswQszYiKJSnC6i,2017-06-23,False
Chill,12316,28,Five For Fighting,Heaven Knows,Bookmarks,210612,spotify:track:37OtwesVCia1VBdVaxw2ht,62,0.845,0.6,0.24,0.392,acoustic,37OtwesVCia1VBdVaxw2ht,,
Chill,12316,33,George Ezra,Budapest,Wanted On Voyage,200720,spotify:track:7GJClzimvMSghjcrKxuf1M,79,0.455,0.717,0.11,0.389,folk,7GJClzimvMSghjcrKxuf1M,,
Chill,12316,39,Lord Huron,The Night We Met,Strange Trails,208211,spotify:track:6mORGLOz79w6VsCRLWYYuK,83,0.369,0.544,0.639,0.102,folk,6mORGLOz79w6VsCRLWYYuK,,
Chill,12316,43,Aquilo,Silhouette,Silhouettes,230416,spotify:track:1ZyMdpNyiw4VYsbmHFgzEp,62,0.414,0.234,0.0391,0.144,folk,1ZyMdpNyiw4VYsbmHFgzEp,,
Chill,12316,46,Charlie Puth,Attention,Attention,211475,spotify:track:4iLqG9SeJSnt0cSPICSjxv,83,0.613,0.775,0.134,0.797,dance,4iLqG9SeJSnt0cSPICSjxv,,
Summer 17,12317,26,Sam Hunt,Body Like A Back Road,Body Like A Back Road,165386,spotify:track:7mldq42yDuxiUNn08nvzHO,0,0.458,0.732,0.136,0.661,country,7mldq42yDuxiUNn08nvzHO,,
Summer 17,12317,32,Kendrick Lamar,HUMBLE.,DAMN.,177000,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,84,0.621,0.908,0.0958,0.421,hip-hop,7KXjTSCq5nL1LoYtL7XAwS,2017-04-14,True
Summer 17,12317,39,Future,Mask Off,FUTURE,204600,spotify:track:0VgkVdmE4gld66l8iyGjgx,83,0.434,0.833,0.165,0.281,hip-hop,0VgkVdmE4gld66l8iyGjgx,,
Summer 17,12317,61,Big Pun,Still Not a Player (Remix) - Radio Version,Capital Punishment,236733,spotify:track:4OhkKmvhjl3yk7JF422GWB,40,0.574,0.9,0.0857,0.881,hardcore,4OhkKmvhjl3yk7JF422GWB,,
Cocktail Hour,12318,6,Dean Martin,Ain't That A Kick In The Head,"Dean Martin: The Capitol Recordings, Vol. 11 (1960-1961)",147293,spotify:track:7fQ3PYTYdu208fQ3JEm2U7,0,0.252,0.647,0.3,0.72,jazz,7fQ3PYTYdu208fQ3JEm2U7,,
Cocktail Hour,12318,9,The Lumineers,Stubborn Love,The Lumineers,277333,spotify:track:15twB7zTglmu0Bg8gW4Mrm,68,0.544,0.596,0.262,0.262,folk,15twB7zTglmu0Bg8gW4Mrm,,
Cocktail Hour,12318,12,Florence + The Machine,Stand By Me,Songs From Final Fantasy XV,245780,spotify:track:1FGvbfMafLBdymgrtGAZYh,3,0.335,0.598,0.194,0.245,alternative,1FGvbfMafLBdymgrtGAZYh,,
Cocktail Hour,12318,15,Al Green,Let's Stay Together,Let's Stay Together,199400,spotify:track:3QEkTxcsLUPfE33cRZ4y2K,31,0.401,0.756,0.0541,0.52,blues,3QEkTxcsLUPfE33cRZ4y2K,,
pilates,12319,3,Elton John,Tiny Dancer,Madman Across The Water,377093,spotify:track:4BGJSbB5rAcg4pNzD4gfxU,78,0.428,0.414,0.148,0.282,piano,4BGJSbB5rAcg4pNzD4gfxU,,
pilates,12319,4,Bee Gees,Stayin' Alive,Greatest,285373,spotify:track:6pyzBTIjcO2AMkKE6x2Otb,77,0.535,0.707,0.0884,0.641,disco,6pyzBTIjcO2AMkKE6x2Otb,,
pilates,12319,5,Don McLean,American Pie,American Pie,516893,spotify:track:1fDsrQ23eTAVFElUMaf38X,0,0.563,0.461,0.302,0.477,folk,1fDsrQ23eTAVFElUMaf38X,,
pilates,12319,6,Billy Joel,Only the Good Die Young,The Stranger (30th Anniversary Legacy Edition),235560,spotify:track:1xOXXYh6lTW8laxlW7JP2J,68,0.872,0.579,0.0935,0.761,piano,1xOXXYh6lTW8laxlW7JP2J,,
pilates,12319,7,The Monkees,I'm a Believer,More Of The Monkees (Deluxe Edition),167373,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,57,0.772,0.502,0.199,0.935,psych-rock,3G7tRC24Uh09Hmp1KZ7LQ2,,
pilates,12319,19,The Beatles,Twist And Shout - Remastered 2009,Please Please Me,155226,spotify:track:4Z1fbYp0HuxLBje4MOZcSD,75,0.849,0.482,0.0414,0.937,british,4Z1fbYp0HuxLBje4MOZcSD,,
pilates,12319,20,Yusuf / Cat Stevens,The Wind,Teaser And The Firecat,102200,spotify:track:1L70BbUDG0C4EJQ1ZF10sG,44,0.181,0.756,0.128,0.819,british,1L70BbUDG0C4EJQ1ZF10sG,,
pilates,12319,22,a-ha,Take On Me,Hunting High And Low,225280,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0,0.931,0.524,0.0588,0.811,synth-pop,2WfaOiMkCvy7F5fcp2zZ8L,,
wake me up,12320,1,Evanescence,Bring Me To Life,Fallen,235893,spotify:track:0COqiPhxzoWICwFCS4eZcp,0,0.943,0.318,0.242,0.298,alternative,0COqiPhxzoWICwFCS4eZcp,,
What,12322,1,Andrew McMahon in the Wilderness,Cecilia And The Satellite,Andrew McMahon In The Wilderness,223879,spotify:track:2Kgjd9G808FhUDRhS2gidG,61,0.844,0.381,0.318,0.239,piano,2Kgjd9G808FhUDRhS2gidG,,
What,12322,3,Arctic Monkeys,Do I Wanna Know?,AM,272394,spotify:track:3rq5w4bQGigXOfdN30ATJt,88,0.532,0.548,0.217,0.405,garage,3rq5w4bQGigXOfdN30ATJt,,
What,12322,13,Boston,More Than a Feeling,Boston,285133,spotify:track:1QEEqeFIZktqIpPI4jSVSF,79,0.681,0.377,0.0504,0.285,country,1QEEqeFIZktqIpPI4jSVSF,,
What,12322,20,CHVRCHES,The Mother We Share,The Bones Of What You Believe,190160,spotify:track:3PvzvltQZLIKk9YgoMP3Yq,51,0.722,0.462,0.127,0.327,synth-pop,3PvzvltQZLIKk9YgoMP3Yq,,
What,12322,23,Cold War Kids,First,Hold My Home,200360,spotify:track:3omXshBamrREltcf24gYDC,67,0.692,0.468,0.523,0.561,blues,3omXshBamrREltcf24gYDC,2014-10-31,False
What,12322,26,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,186826,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,0,0.924,0.557,0.537,0.566,emo,7s0lDK7y3XLmI7tcsRAbW0,,
What,12322,27,Fitz and The Tantrums,HandClap,Fitz and The Tantrums,193253,spotify:track:7j56HrjR9cGzvekvZY3Faz,0,0.836,0.634,0.0828,0.715,alt-rock,7j56HrjR9cGzvekvZY3Faz,,
What,12322,37,Fountains Of Wayne,Stacy's Mom,Welcome Interstate Managers,197986,spotify:track:27L8sESb3KR79asDUBu8nW,76,0.75,0.774,0.0808,0.927,alt-rock,27L8sESb3KR79asDUBu8nW,2003-01-01,False
What,12322,43,Halsey,New Americana,BADLANDS,183808,spotify:track:6Xs7OKt6i0Ddq8B4M5Dgvr,65,0.707,0.339,0.337,0.359,electro,6Xs7OKt6i0Ddq8B4M5Dgvr,,
What,12322,44,Hozier,From Eden,Hozier,283466,spotify:track:2Tjlq3aGhg3dIZFvSfsnyc,63,0.676,0.395,0.117,0.315,singer-songwriter,2Tjlq3aGhg3dIZFvSfsnyc,,
What,12322,50,Keane,Somewhere Only We Know,Hopes And Fears,237146,spotify:track:1SKPmfSYaPsETbRHaiA18G,85,0.665,0.448,0.0828,0.304,piano,1SKPmfSYaPsETbRHaiA18G,,
What,12322,51,KONGOS,Come with Me Now,Lunatic,211960,spotify:track:2kWowW0k4oFymhkr7LmvzO,67,0.726,0.654,0.0618,0.728,blues,2kWowW0k4oFymhkr7LmvzO,,
What,12322,56,M83,Midnight City,"Hurry Up, We're Dreaming",241440,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,76,0.729,0.507,0.0658,0.272,french,1eyzqe2QqGZUmfcPZtrIyt,,
What,12322,65,MGMT,Time to Pretend,Oracular Spectacular/Congratulations,261000,spotify:track:1Zqy9bervYUomy12Pbm3rP,72,0.94,0.438,0.3,0.421,alt-rock,1Zqy9bervYUomy12Pbm3rP,,
What,12322,66,MGMT,Electric Feel,Oracular Spectacular/Congratulations,229640,spotify:track:0vaf64cpnqM7COUZZkoBig,77,0.803,0.763,0.348,0.561,alt-rock,0vaf64cpnqM7COUZZkoBig,,
What,12322,78,Of Monsters and Men,Little Talks,My Head Is An Animal,266600,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0,0.76,0.446,0.319,0.346,folk,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,False
What,12322,79,OneRepublic,If I Lose Myself,Native,241653,spotify:track:5Zc3XI1rq7opdZUwFUdKCj,61,0.688,0.491,0.111,0.279,piano,5Zc3XI1rq7opdZUwFUdKCj,,
What,12322,82,Paramore,Misery Business,RIOT!,211520,spotify:track:6SpLc7EXZIPpy0sVko0aoU,1,0.906,0.513,0.113,0.73,emo,6SpLc7EXZIPpy0sVko0aoU,,
What,12322,89,Pink Floyd,Comfortably Numb,The Wall,382296,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,74,0.366,0.472,0.0837,0.171,psych-rock,5HNCy40Ni5BZJFw1TKzRsC,,
What,12322,92,Red Hot Chili Peppers,Can't Stop,By The Way,269000,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,82,0.938,0.618,0.167,0.875,alt-rock,3ZOEytgrvLwQaqXreDs2Jx,2002-07-09,False
What,12322,94,Red Hot Chili Peppers,Otherside,Californication,255373,spotify:track:64BbK9SFKH2jk86U3dGj2P,80,0.795,0.458,0.0756,0.513,alt-rock,64BbK9SFKH2jk86U3dGj2P,1999-06-08,False
What,12322,95,Red Hot Chili Peppers,Dani California,Stadium Arcadium,283000,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,78,0.913,0.556,0.346,0.73,alt-rock,10Nmj3JCNoMeBQ87uw5j8k,,
What,12322,101,St. Lucia,Dancing On Glass,Matter,246333,spotify:track:0aersVHlGGXcHeRvHtuaSt,55,0.945,0.564,0.359,0.399,synth-pop,0aersVHlGGXcHeRvHtuaSt,,
What,12322,103,The Struts,Could Have Been Me,Everybody Wants,187653,spotify:track:3IyCL4Em1GOpNGDf451Hg1,71,0.907,0.541,0.34,0.434,alt-rock,3IyCL4Em1GOpNGDf451Hg1,,
What,12322,105,Sublime,Santeria,Sublime,182500,spotify:track:2Z2vOukzwOgqR4dkymRSWd,1,0.751,0.665,0.121,0.58,punk,2Z2vOukzwOgqR4dkymRSWd,,
What,12322,106,Sublime,What I Got,Sublime,171066,spotify:track:5nkYHBWXu7KCgcdwP6jcB1,1,0.693,0.804,0.314,0.654,punk,5nkYHBWXu7KCgcdwP6jcB1,,
What,12322,120,Semisonic,Closing Time,Feeling Strangely Fine,273533,spotify:track:4EnkwZd0UJAuHpNMMemQaA,0,0.854,0.478,0.115,0.274,alt-rock,4EnkwZd0UJAuHpNMMemQaA,,
What,12322,122,My Chemical Romance,Welcome to the Black Parade,The Black Parade,311106,spotify:track:5wQnmLuC1W7ATsArWACrgW,79,0.905,0.217,0.222,0.236,emo,5wQnmLuC1W7ATsArWACrgW,,
What,12322,125,for KING & COUNTRY,Fix My Eyes,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),215933,spotify:track:7zJg7aNCvTKW9EtG1Dvzkl,57,0.739,0.587,0.049,0.549,world-music,7zJg7aNCvTKW9EtG1Dvzkl,,
Alive,12323,0,Empire of the Sun,Alive,Ice On The Dune,204591,spotify:track:5WBnKCEsPwsvWHUZmLjS3s,65,0.882,0.524,0.071,0.399,alt-rock,5WBnKCEsPwsvWHUZmLjS3s,,
Alive,12323,5,Capital Cities,Safe And Sound,In A Tidal Wave Of Mystery,192789,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,83,0.819,0.655,0.104,0.766,rock,6Z8R6UsFuGXGtiIxiD8ISb,,
Alive,12323,6,Empire of the Sun,Walking On A Dream,Walking On A Dream,198440,spotify:track:3iVAyrTlbWGBq0laeQ18z2,79,0.701,0.871,0.0589,0.716,alt-rock,3iVAyrTlbWGBq0laeQ18z2,,
Alive,12323,7,OneRepublic,Counting Stars,Native,257266,spotify:track:5edBgVtRD0fvWk140Sl21T,83,0.705,0.664,0.118,0.477,piano,5edBgVtRD0fvWk140Sl21T,,
Alive,12323,8,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,186826,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,0,0.924,0.557,0.537,0.566,emo,7s0lDK7y3XLmI7tcsRAbW0,,
country,12324,1,Dan + Shay,Nothin' Like You,Where It All Began,186253,spotify:track:4W38RXuQNuoTSwVsQA1OGC,0,0.704,0.586,0.067,0.442,country,4W38RXuQNuoTSwVsQA1OGC,,
country,12324,50,Luke Bryan,Play It Again,Crash My Party,226866,spotify:track:03fT3OHB9KyMtGMt2zwqCT,75,0.886,0.506,0.0734,0.595,country,03fT3OHB9KyMtGMt2zwqCT,2013-01-01,False
country,12324,72,Luke Bryan,Country Girl (Shake It For Me),Tailgates & Tanlines,225560,spotify:track:0yD66650JxhqKbW76C2qCo,2,0.904,0.644,0.0834,0.672,country,0yD66650JxhqKbW76C2qCo,,
country,12324,75,Kip Moore,Hey Pretty Girl,Up All Night,215920,spotify:track:75p6fgACKYIyIhsoG411SZ,0,0.373,0.431,0.259,0.0884,country,75p6fgACKYIyIhsoG411SZ,2012-01-01,False
country,12324,93,Jon Pardi,Dirt On My Boots,California Sunrise,201893,spotify:track:7f08qp3HROTkfrtNpiYGGo,0,0.796,0.683,0.197,0.533,country,7f08qp3HROTkfrtNpiYGGo,,
country,12324,97,Keith Urban,Blue Ain't Your Color,Ripcord,230600,spotify:track:6ZOPiKQeibCn7fP8dncucL,53,0.416,0.69,0.102,0.479,country,6ZOPiKQeibCn7fP8dncucL,,
country,12324,98,Florida Georgia Line,H.O.L.Y.,Dig Your Roots,194186,spotify:track:0BCy325UZyR9z0t0uxwn2N,71,0.666,0.523,0.0728,0.564,country,0BCy325UZyR9z0t0uxwn2N,,
country,12324,102,Brett Eldredge,Wanna Be That Song,Illinois,236226,spotify:track:1XazlqB4YAtvouCmJPWXlM,0,0.686,0.518,0.114,0.337,country,1XazlqB4YAtvouCmJPWXlM,,
country,12324,105,Thomas Rhett,Die A Happy Man,Tangled Up,227426,spotify:track:5kNe7PE09d6Kvw5pAsx23n,1,0.389,0.59,0.117,0.389,country,5kNe7PE09d6Kvw5pAsx23n,,
country,12324,106,Little Big Town,Boondocks,The Road To Here,272346,spotify:track:3duP6mBVDsHM8ioN7o7dAK,0,0.78,0.406,0.474,0.687,country,3duP6mBVDsHM8ioN7o7dAK,2005-01-01,False
country,12324,123,Joe Diffie,Pickup Man,Greatest Hits,216693,spotify:track:3QvOV1QYPPre7gjppKyeON,46,0.745,0.712,0.346,0.843,country,3QvOV1QYPPre7gjppKyeON,,
country,12324,126,Cole Swindell,You Should Be Here,You Should Be Here,190173,spotify:track:63thx7OANplv4I4BQsanHk,0,0.641,0.491,0.0857,0.299,country,63thx7OANplv4I4BQsanHk,,
country,12324,128,Chris Janson,Fix a Drink,EVERYBODY,188933,spotify:track:0s6OWiWGuiCcm1Muzch5A8,0,0.887,0.561,0.352,0.792,country,0s6OWiWGuiCcm1Muzch5A8,,
country,12324,138,Dan + Shay,How Not To,Obsessed,192000,spotify:track:4n0xztUAbHPUV8G3NQvF30,0,0.836,0.501,0.152,0.617,country,4n0xztUAbHPUV8G3NQvF30,,
country,12324,173,Sam Hunt,Body Like A Back Road,Body Like A Back Road,165386,spotify:track:7mldq42yDuxiUNn08nvzHO,0,0.458,0.732,0.136,0.661,country,7mldq42yDuxiUNn08nvzHO,,
country,12324,182,Easton Corbin,A Girl Like You,A Girl Like You,217840,spotify:track:3AsNVBJ7LHsltdu9490ZiS,0,0.768,0.733,0.0643,0.83,country,3AsNVBJ7LHsltdu9490ZiS,,
Wedding playlist,12326,16,"Earth, Wind & Fire",Let's Groove,Raise!,339320,spotify:track:3koCCeSaVUyrRo3N2gHrd8,79,0.648,0.869,0.126,0.9,disco,3koCCeSaVUyrRo3N2gHrd8,,
Wedding playlist,12326,26,Ginuwine,Pony,R&B: From Doo-Wop To Hip-Hop,251733,spotify:track:3pfXxHoydFRfD7IBGJTQAN,73,0.605,0.749,0.115,0.966,soul,3pfXxHoydFRfD7IBGJTQAN,,
Wedding playlist,12326,37,Kool & The Gang,Get Down On It - Single Version,The Very Best Of Kool & The Gang,212906,spotify:track:1OsCKwNZxph96EkNusILRy,1,0.627,0.879,0.056,0.968,disco,1OsCKwNZxph96EkNusILRy,,
big sur,12327,11,Jimi Hendrix,The Wind Cries Mary,Are You Experienced,200733,spotify:track:5H6Jp0syB5yEPk7SWYdlmk,63,0.495,0.499,0.2,0.339,psych-rock,5H6Jp0syB5yEPk7SWYdlmk,,
big sur,12327,30,Siouxsie and the Banshees,Dear Prudence,Hyaena,228200,spotify:track:34tFidHrETMAjsiK87WVVW,58,0.9,0.426,0.69,0.42,goth,34tFidHrETMAjsiK87WVVW,,
big sur,12327,37,Melody's Echo Chamber,"Some Time Alone, Alone",Melody's Echo Chamber,226400,spotify:track:1sEkQDvj0SurW8OUbQ8W3H,45,0.958,0.444,0.323,0.551,psych-rock,1sEkQDvj0SurW8OUbQ8W3H,2012-09-25,False
Banana Pancakes,12328,7,John Mayer,Your Body Is a Wonderland,Room For Squares,249626,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,74,0.729,0.647,0.134,0.687,singer-songwriter,7vFv0yFGMJW3qVXbAd9BK9,2001-08-16,False
Banana Pancakes,12328,11,John Mayer,Waiting On the World to Change,Continuum,201173,spotify:track:5imShWWzwqfAJ9gXFpGAQh,73,0.756,0.578,0.249,0.663,singer-songwriter,5imShWWzwqfAJ9gXFpGAQh,,
Banana Pancakes,12328,13,John Mayer,Daughters,Heavier Things,237906,spotify:track:5FPnjikbwlDMULCCCa6ZCJ,67,0.413,0.674,0.098,0.503,singer-songwriter,5FPnjikbwlDMULCCCa6ZCJ,,
Banana Pancakes,12328,14,John Mayer,Heartbreak Warfare,Battle Studies,269720,spotify:track:4gs07VlJST4bdxGbBsXVue,65,0.554,0.624,0.299,0.311,singer-songwriter,4gs07VlJST4bdxGbBsXVue,,
Banana Pancakes,12328,16,John Mayer,The Heart of Life,Continuum,198200,spotify:track:78DwRIo6Vj6wqteyerGetr,63,0.238,0.495,0.0875,0.357,singer-songwriter,78DwRIo6Vj6wqteyerGetr,,
Banana Pancakes,12328,28,The Fray,How to Save a Life,How To Save A Life,262533,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,80,0.743,0.64,0.101,0.361,piano,5fVZC9GiM4e8vu99W0Xf6J,,
Banana Pancakes,12328,31,The Fray,Over My Head (Cable Car),How To Save A Life,236266,spotify:track:1N62wozuHCvczCkY4QidpP,70,0.729,0.592,0.0653,0.709,piano,1N62wozuHCvczCkY4QidpP,,
Banana Pancakes,12328,33,George Ezra,Budapest,Wanted On Voyage,200720,spotify:track:7GJClzimvMSghjcrKxuf1M,79,0.455,0.717,0.11,0.389,folk,7GJClzimvMSghjcrKxuf1M,,
Banana Pancakes,12328,34,George Ezra,Barcelona,Wanted On Voyage,188960,spotify:track:1yJZwBqTyGTB7mz8nZyiel,67,0.572,0.629,0.109,0.182,folk,1yJZwBqTyGTB7mz8nZyiel,,
Banana Pancakes,12328,36,OneRepublic,Future Looks Good,Oh My My,210586,spotify:track:35Vv4i6x7P3IyMug7CA3Lj,54,0.548,0.33,0.12,0.559,piano,35Vv4i6x7P3IyMug7CA3Lj,,
Banana Pancakes,12328,38,OneRepublic,Fingertips,Oh My My,255786,spotify:track:7FQgwxkgClQLTwEilUlscr,48,0.281,0.357,0.0927,0.0507,piano,7FQgwxkgClQLTwEilUlscr,,
Banana Pancakes,12328,39,OneRepublic,What You Wanted,Native,241106,spotify:track:5Q2FRR0WIx3ihYo0ShHRbp,38,0.843,0.553,0.108,0.219,piano,5Q2FRR0WIx3ihYo0ShHRbp,,
Banana Pancakes,12328,40,OneRepublic,Feel Again,Native,185080,spotify:track:5COPw6K4B6PPpeUXIE2Ry5,59,0.815,0.467,0.118,0.335,piano,5COPw6K4B6PPpeUXIE2Ry5,,
Banana Pancakes,12328,44,Ben Rector,Brand New,Brand New,243933,spotify:track:5EQ9yEra0SzVd673ZfKT4C,65,0.934,0.555,0.122,0.422,acoustic,5EQ9yEra0SzVd673ZfKT4C,,
Banana Pancakes,12328,46,The Lumineers,Stubborn Love,The Lumineers,277333,spotify:track:15twB7zTglmu0Bg8gW4Mrm,68,0.544,0.596,0.262,0.262,folk,15twB7zTglmu0Bg8gW4Mrm,,
Banana Pancakes,12328,47,Vance Joy,Mess Is Mine,Dream Your Life Away,223640,spotify:track:7BVwi9cIzSc6tpyxsp47vJ,64,0.723,0.595,0.0995,0.272,folk,7BVwi9cIzSc6tpyxsp47vJ,,
Banana Pancakes,12328,48,The Lumineers,Ophelia,Cleopatra,160106,spotify:track:6ZYS6QQxTLsQ6IFXdVx1r4,79,0.573,0.664,0.0857,0.566,folk,6ZYS6QQxTLsQ6IFXdVx1r4,,
Banana Pancakes,12328,49,The Lumineers,Sleep On The Floor,Cleopatra,211840,spotify:track:2d9totnSVmmczPtHFl8Ys6,70,0.431,0.389,0.13,0.275,folk,2d9totnSVmmczPtHFl8Ys6,,
Banana Pancakes,12328,51,Mumford & Sons,The Cave,Sigh No More,217986,spotify:track:3pLTOP0G0etiWUknFoRpsr,62,0.499,0.592,0.113,0.346,folk,3pLTOP0G0etiWUknFoRpsr,,
Banana Pancakes,12328,54,Bon Iver,Skinny Love,"For Emma, Forever Ago",232426,spotify:track:3ZMv9EzGoteNi5Qnx0KpEO,73,0.263,0.592,0.127,0.109,folk,3ZMv9EzGoteNi5Qnx0KpEO,,
Banana Pancakes,12328,56,Of Monsters and Men,Dirty Paws,My Head Is An Animal,278373,spotify:track:5g7rJvWYVrloJZwKiShqlS,70,0.649,0.359,0.0555,0.133,folk,5g7rJvWYVrloJZwKiShqlS,2012-01-01,False
Banana Pancakes,12328,60,The Lumineers,Flowers In Your Hair,The Lumineers,110560,spotify:track:5WObuDOxPHlQaoYUf2W4lh,64,0.609,0.676,0.209,0.557,folk,5WObuDOxPHlQaoYUf2W4lh,,
Banana Pancakes,12328,61,Lord Huron,Ends of the Earth,Lonesome Dreams,284146,spotify:track:7BjrIfovz8y9dTtazrh1iY,69,0.584,0.555,0.254,0.41,folk,7BjrIfovz8y9dTtazrh1iY,,
Banana Pancakes,12328,63,George Ezra,Blame It on Me,Wanted On Voyage,195546,spotify:track:2Zgnaip1c876zmBhz9HifI,68,0.757,0.537,0.341,0.421,singer-songwriter,2Zgnaip1c876zmBhz9HifI,,
Banana Pancakes,12328,64,John Mayer,Say,Say,230213,spotify:track:6wZI4mdT8JwXgkGURnBQiq,61,0.723,0.485,0.075,0.541,singer-songwriter,6wZI4mdT8JwXgkGURnBQiq,,
