track_id,track_name,artist_name,album_name,playlist_name,playlist_id,track_genre,popularity,energy,danceability,liveness,valence,duration_min,explicit
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,Kiss,mix,12229,electro,80,0.58,0.783,0.108,0.66,3.22,0
1mr3616BzLdhXfJmLmRsO8,Fireflies,Owl City,Ocean Eyes,mix,12229,indie-pop,79,0.662,0.512,0.118,0.472,3.81,0
0IqKeD8ZSP72KbGYyzEcAs,Take Me To Church,Hozier,Hozier,mix,12229,singer-songwriter,83,0.664,0.566,0.116,0.437,4.03,0
1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,The Lumineers,The Lumineers,mix,12229,folk,79,0.471,0.682,0.0908,0.421,2.69,0
5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,How To Save A Life,mix,12229,piano,80,0.743,0.64,0.101,0.361,4.38,0
2WfaOiMkCvy7F5fcp2zZ8L,Take On Me,a-ha,Hunting High And Low,mix,12229,synth-pop,0,0.931,0.524,0.0588,0.811,3.75,0
4aWn4NHlELpOehxsBaQeoe,Don't You (Forget About Me),Simple Minds,Once Upon A Time,mix,12229,synth-pop,2,0.858,0.638,0.333,0.743,4.38,0
2dCmGcEOQrMQhMMS8Vj7Ca,Super Freak,Rick James,Street Songs,mix,12229,disco,3,0.796,0.857,0.0503,0.944,3.42,0
7GptbanebPZYkLPvjNfd6m,Buddy Holly,Weezer,Weezer,mix,12229,alt-rock,0,0.921,0.555,0.117,0.775,2.66,0
3cfOd4CMv2snFaKAnMdnvK,All Star,Smash Mouth,Astro Lounge,mix,12229,alt-rock,0,0.867,0.731,0.0861,0.776,3.34,0
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,Escape,mix,12229,hard-rock,83,0.748,0.5,0.447,0.514,4.18,0
71SvEDmsOwIWw1IozsZoMA,Any Way You Want It,Journey,Departure,mix,12229,hard-rock,73,0.932,0.529,0.136,0.571,3.36,0
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,mix,12229,hard-rock,85,0.7,0.31,0.0828,0.763,4.26,0
1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,Freeze Frame,mix,12229,blues,74,0.677,0.653,0.403,0.888,3.61,0
1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,The Fame,mix,12229,dance,3,0.818,0.851,0.0945,0.808,3.95,0
4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,mix,12229,blues,2,0.724,0.614,0.146,0.902,4.69,0
78WVLOP9pN0G3gRLFy1rAa,Piano Man,Billy Joel,Piano Man,mix,12229,folk,77,0.55,0.331,0.192,0.429,5.6,0
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road,mix,12229,piano,74,0.673,0.665,0.497,0.779,5.38,0
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,American Pie,mix,12229,folk,0,0.563,0.461,0.302,0.477,8.61,0
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,Boston,mix,12229,country,79,0.681,0.377,0.0504,0.285,4.75,0
7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,AC/DC,High Voltage,mix,12229,hard-rock,78,0.759,0.754,0.101,0.435,3.58,0
594FzPlCmqygQMoZAkGegM,Hot Stuff,Donna Summer,Bad Girls,mix,12229,disco,67,0.743,0.823,0.0707,0.966,5.25,0
6cb0HzFQPN4BGADOmSzPCw,ABC,The Jackson 5,ABC,mix,12229,soul,0,0.869,0.53,0.233,0.935,2.91,0
49fzPkBb3aOUWYRKaTWVhm,Hit the Road Jack,Ray Charles,Georgia On My Mind,mix,12229,blues,70,0.571,0.598,0.513,0.962,1.97,0
3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer,The Monkees,More Of The Monkees (Deluxe Edition),mix,12229,psych-rock,57,0.772,0.502,0.199,0.935,2.79,0
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,mix,12229,folk,80,0.583,0.491,0.406,0.908,3.06,0
6L7CjMm9gJNn8Ze62bRk3g,Sugar Sugar,The Archies,Absolutely the Best of the Archies,mix,12229,r-n-b,69,0.725,0.757,0.108,0.965,2.79,0
7wMq5n8mYSKlQIGECKUgTX,Hall of Fame,The Script,#3 Deluxe Version,mix,12229,rock,60,0.872,0.511,0.0975,0.511,3.38,0
7GJClzimvMSghjcrKxuf1M,Budapest,George Ezra,Wanted On Voyage,mix,12229,folk,79,0.455,0.717,0.11,0.389,3.35,0
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,mix,12229,alt-rock,83,0.866,0.578,0.257,0.619,3.32,0
5edBgVtRD0fvWk140Sl21T,Counting Stars,OneRepublic,Native,mix,12229,piano,83,0.705,0.664,0.118,0.477,4.29,0
2vW5tqS1EFel9yYOQ7WZmE,Ex's & Oh's,Elle King,Love Stuff,mix,12229,blues,73,0.921,0.612,0.0576,0.446,3.37,0
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),mix,12229,dance,78,0.7,0.584,0.0939,0.438,3.38,1
4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock,Elvis Presley,Elvis' Golden Records,mix,12229,rock-n-roll,72,0.537,0.623,0.0963,0.905,2.44,0
3BUQFs6aFWh7EFNmI8bfL7,Johnny B. Goode,Chuck Berry,Berry Is On Top,mix,12229,blues,76,0.803,0.534,0.307,0.969,2.69,0
7dgURqWJNjjnKYkmlK1yUi,In The Name Of Love - Recorded At Spotify Studios NYC,Kari Jobe,Spotify Singles,mix,12229,alt-rock,2,0.375,0.675,0.0951,0.187,3.43,0
5kNe7PE09d6Kvw5pAsx23n,Die A Happy Man,Thomas Rhett,Tangled Up,mix,12229,country,1,0.389,0.59,0.117,0.389,3.79,0
7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,Sam Hunt,Body Like A Back Road,mix,12229,country,0,0.458,0.732,0.136,0.661,2.76,0
0w3Q14i073jLoew1hgJkwD,Heartache On The Dance Floor,Jon Pardi,California Sunrise,mix,12229,country,0,0.833,0.596,0.0866,0.618,3.42,0
10M2Ex445zw585Ducldzkw,In Case You Didn't Know,Brett Young,Brett Young,mix,12229,country,75,0.536,0.607,0.102,0.434,3.75,0
7f08qp3HROTkfrtNpiYGGo,Dirt On My Boots,Jon Pardi,California Sunrise,mix,12229,country,0,0.796,0.683,0.197,0.533,3.36,0
0BCy325UZyR9z0t0uxwn2N,H.O.L.Y.,Florida Georgia Line,Dig Your Roots,mix,12229,country,71,0.666,0.523,0.0728,0.564,3.24,0
1ACZpHI5vZ5Ea4xGlkdGWM,Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,The Good Times,ratchet,12230,comedy,74,0.367,0.927,0.132,0.576,5.48,0
3YQacpdl0a7j1KbKDEUcYh,Atomic Bomb,William Onyeabor,World Psychedelic Classics 5: Who Is William Onyeabor?,vibin,12231,afrobeat,17,0.382,0.761,0.0562,0.966,7.99,0
0UV5zxRMz6AO4ZwUOZNIKI,Where'd All the Time Go?,Dr. Dog,"Shame, Shame",vibin,12231,folk,77,0.82,0.454,0.115,0.575,3.91,0
5qC17VMNoZdF2gAw28FtsV,Monday Loop,Tomppabeats,Harbor,vibin,12231,chill,56,0.384,0.742,0.132,0.354,1.53,0
1175r6ZmkUjX8dRJLz9Ohk,I Love You So,The Walters,Songs for Dads,vibin,12231,indie,89,0.648,0.575,0.115,0.466,2.67,0
61dXuN3VyqGOyOeMfJXIPh,Could You Be Loved,Bob Marley & The Wailers,Uprising,Enjoy,12232,reggae,78,0.72,0.916,0.0958,0.76,3.95,0
0XRbYXQUymj9SJkrr8YK5B,Keep Ya Head Up,2Pac,Strictly 4 My N.I.G.G.A.Z...,Enjoy,12232,funk,71,0.732,0.598,0.508,0.595,4.38,0
3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,Appetite For Destruction,California Dreaming,12233,hard-rock,79,0.952,0.273,0.142,0.472,6.82,0
5kr3j5Clb9rjEposoMyLVt,Welcome to Paradise,Green Day,Dookie,California Dreaming,12233,punk,69,0.96,0.37,0.0563,0.717,3.74,0
1yKu2MhpwzDXXH2tzG6xoa,Beverly Hills,Weezer,Make Believe,California Dreaming,12233,power-pop,71,0.823,0.693,0.328,0.741,3.27,0
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,Californication,California Dreaming,12233,alt-rock,2,0.765,0.592,0.127,0.327,5.5,0
1XxCiPw07rd1ytYnE7SoJI,Road Trippin',Red Hot Chili Peppers,Californication,California Dreaming,12233,metal,66,0.474,0.378,0.117,0.38,3.42,0
10Nmj3JCNoMeBQ87uw5j8k,Dani California,Red Hot Chili Peppers,Stadium Arcadium,California Dreaming,12233,alt-rock,78,0.913,0.556,0.346,0.73,4.72,0
1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,Janis Joplin,Pearl (Legacy Edition),California Dreaming,12233,blues,70,0.463,0.43,0.152,0.66,4.52,0
5WSL7UTa38jMWoBzObD4BD,I Can't Stop,Flux Pavilion,I Can't Stop,EDM,12235,dub,56,0.775,0.513,0.409,0.205,5.1,0
6r7FXNO57mlZCBY6PXcZZT,Five Hours,Deorro,Five Hours,EDM,12235,progressive-house,61,0.821,0.88,0.234,0.575,5.45,0
4w3tQBXhn5345eUXDGBWZG,9 to 5,Dolly Parton,9 To 5 And Odd Jobs,classic country,12237,country,77,0.783,0.554,0.631,0.813,2.71,0
5KqldkCunQ2rWxruMEtGh0,The Gambler,Kenny Rogers,The Gambler,classic country,12237,country,75,0.501,0.671,0.194,0.86,3.58,0
2xYlyywNgefLCRDG8hlxZq,"Take Me Home, Country Roads",John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads",classic country,12237,country,73,0.395,0.462,0.121,0.625,3.3,0
0qJXoL9mDiLmx7Rlgfi5si,King Of The Road - Single Version,Roger Miller,Golden Hits,classic country,12237,country,0,0.366,0.69,0.121,0.544,2.46,0
4pYth3v1b7XE3WbWRVYeiy,Ain't No Grave,Crooked Still,Shaken By A Low Sound,Bluegrass,12239,bluegrass,54,0.552,0.533,0.103,0.847,3.36,0
3ce4PcOWt8dToE2TVskKzq,Little Sadie,Crooked Still,Shaken By A Low Sound,Bluegrass,12239,bluegrass,49,0.493,0.618,0.13,0.831,2.59,0
1N1LWVSBDaQXeVNu570klF,Pumped up Kicks,Hayseed Dixie,"Grasswhoopin' Party Pack, Vol. 2",Bluegrass,12239,bluegrass,28,0.495,0.648,0.138,0.918,3.7,0
359krpyCKcFF8SFvqWES9L,Wagon Wheel,Old Crow Medicine Show,O.C.M.S.,Bluegrass,12239,bluegrass,67,0.403,0.621,0.114,0.634,3.87,0
4wzjNqjKAKDU82e8uMhzmr,Face Down,The Red Jumpsuit Apparatus,Don't You Fake It,idk,12240,punk-rock,76,0.932,0.545,0.127,0.464,3.2,0
23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,Yellowcard,Ocean Avenue,idk,12240,punk,74,0.904,0.486,0.0947,0.786,3.3,0
7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,The Killers,Hot Fuss,idk,12240,alt-rock,0,0.981,0.508,0.0555,0.746,3.29,0
3VA4sjTMSTTF02hFGmlpJh,crushcrushcrush,Paramore,RIOT!,idk,12240,emo,65,0.793,0.631,0.0976,0.648,3.16,0
0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),Bad Intentions,12243,dance,78,0.7,0.584,0.0939,0.438,3.38,1
5v7kaZNsnyByrSJOfO8gKq,Skrt,Kodak Black,Skrt,Bad Intentions,12243,hip-hop,0,0.352,0.901,0.122,0.199,3.75,0
0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,Alessia Cara,Know-It-All,Bad Intentions,12243,dance,74,0.739,0.319,0.111,0.449,3.84,0
7i2DJ88J7jQ8K7zqFX2fW8,Now Or Never,Halsey,hopeless fountain kingdom,Bad Intentions,12243,indie-pop,67,0.585,0.67,0.131,0.447,3.58,0
6U5pgPq1bsJ6UBeakd4mfQ,What Hurts The Most,Rascal Flatts,Me And My Gang,Country,12244,country,71,0.674,0.537,0.265,0.33,3.57,0
0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,Hunter Hayes (Encore),Country,12244,country,0,0.475,0.414,0.0816,0.3,3.81,0
71DDK14XVxkXLmG3AVi1BP,Storm Warning,Hunter Hayes,Hunter Hayes (Encore),Country,12244,country,0,0.844,0.483,0.133,0.772,4.0,0
2WQAknZHrJAEQOFXe0F44P,Austin,Blake Shelton,Blake Shelton,Country,12244,country,0,0.609,0.603,0.0982,0.275,3.84,0
0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,Unleashed,Country,12244,country,0,0.674,0.426,0.0784,0.378,3.26,0
4W38RXuQNuoTSwVsQA1OGC,Nothin' Like You,Dan + Shay,Where It All Began,Country,12244,country,0,0.704,0.586,0.067,0.442,3.1,0
1T1C9VVQ1lb60WxWZx7KoG,I Won't Let Go,Rascal Flatts,Nothing Like This,Country,12244,country,52,0.406,0.557,0.113,0.222,3.8,0
5kNe7PE09d6Kvw5pAsx23n,Die A Happy Man,Thomas Rhett,Tangled Up,Country,12244,country,1,0.389,0.59,0.117,0.389,3.79,0
03fT3OHB9KyMtGMt2zwqCT,Play It Again,Luke Bryan,Crash My Party,Country,12244,country,75,0.886,0.506,0.0734,0.595,3.78,0
1cktZnxiONH0hR6Q3DKy8h,Drink In My Hand,Eric Church,Chief,Country,12244,country,0,0.913,0.626,0.293,0.946,3.19,0
68DcqqXKi0cRlbPlghUhsb,Amazed,Lonestar,The Greatest Hits,Country,12244,country,71,0.543,0.561,0.124,0.243,4.0,0
4n0xztUAbHPUV8G3NQvF30,How Not To,Dan + Shay,Obsessed,Country,12244,country,0,0.836,0.501,0.152,0.617,3.2,0
6u9RqxALwkjJ1ukB1y8vuP,You've Got The Love,Florence + The Machine,Lungs,Current Favorites ,12245,alternative,0,0.696,0.574,0.102,0.401,2.81,0
5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,The Black Keys,El Camino,Current Favorites ,12245,blues,73,0.872,0.356,0.0997,0.607,3.23,0
4sebUbjqbcgDSwG6PbSGI0,Come a Little Closer,Cage The Elephant,Melophobia,Current Favorites ,12245,blues,74,0.778,0.44,0.151,0.304,3.82,0
7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,Current Favorites ,12245,garage,79,0.828,0.654,0.122,0.79,2.89,0
0iTpQYzJnYgh7kIxyq8A2O,Two Weeks,Grizzly Bear,Veckatimest,Current Favorites ,12245,chill,71,0.712,0.537,0.08,0.704,4.05,0
3zvHOVC4jikl6jORSr6OLE,Heads Will Roll,Yeah Yeah Yeahs,It's Blitz!,Current Favorites ,12245,alt-rock,0,0.903,0.562,0.298,0.791,3.68,0
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,Motion,Current Favorites ,12245,electro,82,0.856,0.596,0.141,0.743,3.71,0
2kWowW0k4oFymhkr7LmvzO,Come with Me Now,KONGOS,Lunatic,Current Favorites ,12245,blues,67,0.726,0.654,0.0618,0.728,3.53,0
53AuxddsgPSlqM619nJhSd,The Phoenix,Fall Out Boy,Save Rock And Roll,Workout,12246,emo,70,0.964,0.562,0.579,0.41,4.08,0
7vYutw14Ch1Ee1ZmU7gLQ7,Everyday - Netsky Remix,Rusko,Everyday/Lick The Lizard,Workout,12246,dub,50,0.934,0.363,0.329,0.132,4.19,0
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,Avicii,True,Workout,12246,dance,1,0.807,0.524,0.212,0.62,4.12,0
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,Fetty Wap,Workout,12246,j-dance,74,0.873,0.746,0.354,0.817,3.7,0
6nsLzJfvp5OLd4mgqUJkpq,Waiting For Love,Avicii,Stories,Workout,12246,dance,81,0.736,0.579,0.198,0.613,3.84,0
7hKpnp7A7bjiZEyywa5Qn4,Girl Crush,Little Big Town,Pain Killer,Country,12247,country,70,0.225,0.5,0.112,0.355,3.22,0
4W38RXuQNuoTSwVsQA1OGC,Nothin' Like You,Dan + Shay,Where It All Began,Country,12247,country,0,0.704,0.586,0.067,0.442,3.1,0
75p6fgACKYIyIhsoG411SZ,Hey Pretty Girl,Kip Moore,Up All Night,Country,12247,country,0,0.373,0.431,0.259,0.0884,3.6,0
1WzAeadSKJhqykZFbJNmQv,Your Man,Josh Turner,Your Man,Country,12247,country,73,0.637,0.744,0.0696,0.785,3.53,0
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Billy Joel,Storm Front,music,12248,piano,76,0.967,0.712,0.356,0.895,4.8,0
3H7sv3Krffn15BufUuXzf3,Hey Jude - Remastered 2015,The Beatles,1,music,12248,british,74,0.607,0.386,0.088,0.532,7.09,0
0EMmVUYs9ZZRHtlADB88uz,Come On Eileen,Dexys Midnight Runners,Too Rye Ay,music,12248,ska,2,0.769,0.45,0.306,0.604,4.79,0
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,Buffalo Springfield,music,12248,blues,78,0.519,0.653,0.101,0.822,2.56,0
6N1EjQjnvhOjFrF6oUmGPa,Summer Of '69,Bryan Adams,Reckless,music,12248,rock,82,0.834,0.508,0.0732,0.774,3.62,0
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Elton John,Goodbye Yellow Brick Road,music,12248,piano,74,0.673,0.665,0.497,0.779,5.38,0
5ztQHTm1YQqcTkQmgDEU4n,Mamma Mia,ABBA,Abba,music,12248,swedish,1,0.806,0.739,0.442,0.807,3.59,0
24NwBd5vZ2CK8VOQVnqdxr,Sweet Emotion,Aerosmith,Toys In The Attic,music,12248,hard-rock,74,0.76,0.38,0.104,0.491,4.57,0
4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,music,12248,blues,2,0.724,0.614,0.146,0.902,4.69,0
5rX6C5QVvvZB7XckETNych,All Summer Long,Kid Rock,Rock N Roll Jesus,music,12248,alternative,0,0.865,0.701,0.0956,0.88,4.96,0
6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,Dookie,music,12248,punk,2,0.943,0.441,0.091,0.781,3.03,0
6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),Green Day,Nimrod,music,12248,punk,0,0.432,0.449,0.161,0.645,2.56,0
4Z1fbYp0HuxLBje4MOZcSD,Twist And Shout - Remastered 2009,The Beatles,Please Please Me,music,12248,british,75,0.849,0.482,0.0414,0.937,2.59,0
4DRBaZ760gyk7LWnaJFqsJ,I Want To Hold Your Hand - Remastered 2015,The Beatles,1,music,12248,british,72,0.715,0.49,0.311,0.866,2.43,0
0Lckblu9CJUXOeMV0XY3b9,We Can Work It Out - Remastered 2015,The Beatles,1,music,12248,british,61,0.677,0.378,0.183,0.648,2.26,0
3yf4uaeB2ibXSIPbfUYC2k,Lady Madonna - Remastered 2015,The Beatles,1,music,12248,british,58,0.777,0.65,0.215,0.574,2.28,0
3xMSaDC9TU6AQJIsxQB7MK,All You Need Is Love - Remastered 2009,The Beatles,Magical Mystery Tour,music,12248,british,65,0.48,0.4,0.155,0.653,3.84,0
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,Electric Ladyland,music,12248,blues,77,0.805,0.438,0.0842,0.564,4.01,0
39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,The Clash,Combat Rock,music,12248,punk-rock,80,0.836,0.743,0.384,0.82,3.15,0
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,music,12248,folk,0,0.823,0.552,0.366,0.775,3.58,0
4QlzkaRHtU8gAdwqjWmO8n,Friday I'm In Love,The Cure,Wish,music,12248,punk-rock,1,0.946,0.552,0.368,0.458,3.59,0
10Nmj3JCNoMeBQ87uw5j8k,Dani California,Red Hot Chili Peppers,Stadium Arcadium,music,12248,alt-rock,78,0.913,0.556,0.346,0.73,4.72,0
78WVLOP9pN0G3gRLFy1rAa,Piano Man,Billy Joel,Piano Man,music,12248,folk,77,0.55,0.331,0.192,0.429,5.6,0
4alHo6RGd0D3OUbTPExTHN,Just What I Needed,The Cars,The Cars,music,12248,hard-rock,0,0.627,0.64,0.0764,0.793,3.76,0
7BvuV4c1BGhaRapcXvRu5z,You Might Think,The Cars,Heartbeat City,music,12248,power-pop,65,0.855,0.728,0.113,0.971,3.08,0
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,music,12248,blues,76,0.927,0.333,0.297,0.385,5.14,0
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,American Pie,music,12248,folk,0,0.563,0.461,0.302,0.477,8.61,0
5EWPGh7jbTNO2wakv8LjUI,Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,music,12248,blues,77,0.834,0.249,0.0924,0.338,9.12,0
6RrXd9Hph4hYR4bf3dbM6H,My Girl,The Temptations,The Temptations Sing Smokey,music,12248,funk,79,0.418,0.572,0.0961,0.694,2.75,0
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,American Pie,Listen,12249,folk,0,0.563,0.461,0.302,0.477,8.61,0
5tVA6TkbaAH9QMITTQRrNv,Free Fallin',Tom Petty,Full Moon Fever,Listen,12249,folk,0,0.504,0.619,0.06,0.568,4.27,0
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,Blowin' Your Mind!,Listen,12249,folk,80,0.583,0.491,0.406,0.908,3.06,0
78WVLOP9pN0G3gRLFy1rAa,Piano Man,Billy Joel,Piano Man,Listen,12249,folk,77,0.55,0.331,0.192,0.429,5.6,0
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys,Listen,12249,country,0,0.663,0.64,0.152,0.665,2.35,0
3zByVQLvdXUaDTubfWkpCk,Sweet Caroline,Neil Diamond,Sweet Caroline,Listen,12249,folk,78,0.127,0.529,0.237,0.578,3.39,0
4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,Listen,12249,blues,2,0.724,0.614,0.146,0.902,4.69,0
4BGJSbB5rAcg4pNzD4gfxU,Tiny Dancer,Elton John,Madman Across The Water,Listen,12249,piano,78,0.428,0.414,0.148,0.282,6.28,0
1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,Billy Joel,The Stranger (30th Anniversary Legacy Edition),Listen,12249,piano,68,0.872,0.579,0.0935,0.761,3.93,0
3b0EOvScbZUc0qJx0E1L2z,I Want You Back,The Jackson 5,Diana Ross Presents The Jackson 5,Listen,12249,soul,77,0.538,0.469,0.37,0.886,2.94,0
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,Leftoverture,Listen,12249,hard-rock,76,0.786,0.482,0.446,0.793,5.38,0
1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera,Listen,12249,rock,82,0.404,0.414,0.3,0.224,5.91,0
1ZhrREyOOeFV6TxDOyiPwu,Take The Money And Run,Steve Miller Band,Fly Like An Eagle,Listen,12249,psych-rock,68,0.645,0.565,0.151,0.836,2.84,0
4c4jJJoaiY21t2TyRZgdWS,Magic Carpet Ride,Steppenwolf,The Second,Listen,12249,psych-rock,69,0.651,0.64,0.0341,0.801,4.53,0
7MRyJPksH3G2cXHN8UKYzP,American Girl,Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,Listen,12249,folk,0,0.823,0.552,0.366,0.775,3.58,0
7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,Tom Petty,Full Moon Fever,Listen,12249,rock,1,0.63,0.765,0.223,0.963,2.97,0
1I7zHEdDx8Ny5RxzYPqsU2,Reelin' In The Years,Steely Dan,Can't Buy A Thrill,Listen,12249,country,0,0.758,0.52,0.109,0.706,4.62,0
43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,Jailbreak,Listen,12249,blues,0,0.87,0.457,0.117,0.694,4.45,0
4sFbojhVXQv7dBC9PVCcRn,Sympathy For The Devil,The Rolling Stones,Beggars Banquet,Listen,12249,british,1,0.67,0.636,0.0453,0.572,6.3,0
3Vby4nGmtbDo7HDJamOWkT,Stuck In The Middle With You,Stealers Wheel,Stealers Wheel,Listen,12249,folk,0,0.759,0.768,0.0531,0.96,3.48,0
7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,Listen,12249,hard-rock,84,0.91,0.454,0.116,0.629,5.93,0
7b4yGtR0rujvLi5EBfKKJ2,Take Me Home Tonight,Eddie Money,Can'T Hold Back,Listen,12249,hard-rock,70,0.768,0.608,0.0942,0.748,3.52,0
5EWPGh7jbTNO2wakv8LjUI,Free Bird,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Listen,12249,blues,77,0.834,0.249,0.0924,0.338,9.12,0
1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,The J. Geils Band,Freeze Frame,Listen,12249,blues,74,0.677,0.653,0.403,0.888,3.61,0
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Billy Joel,Storm Front,Listen,12249,piano,76,0.967,0.712,0.356,0.895,4.8,0
1orVKbp6vqtfAPOmvRofVq,Rock'n Me,Steve Miller Band,Fly Like An Eagle,Listen,12249,psych-rock,67,0.582,0.695,0.123,0.892,3.12,0
1dv3ePjze9tPq2pk8eWJdR,Gimme Shelter,The Rolling Stones,Let It Bleed,Listen,12249,british,0,0.63,0.634,0.169,0.489,4.51,0
1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,Buffalo Springfield,Listen,12249,blues,78,0.519,0.653,0.101,0.822,2.56,0
24NwBd5vZ2CK8VOQVnqdxr,Sweet Emotion,Aerosmith,Toys In The Attic,Listen,12249,hard-rock,74,0.76,0.38,0.104,0.491,4.57,0
6kZFIsYCBeuH0f1zGk1UoM,Simple Man,Lynyrd Skynyrd,(Pronounced 'Leh-'Nérd 'Skin-'Nérd),Listen,12249,blues,74,0.752,0.422,0.129,0.403,5.97,0
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,Listen,12249,blues,76,0.927,0.333,0.297,0.385,5.14,0
6NxsCnLeLd8Ai1TrgGxzIx,Bad Moon Rising,Creedence Clearwater Revival,Green River,Listen,12249,country,1,0.769,0.508,0.063,0.939,2.36,0
1bp2IO61zbQrbWNmKKxg3f,The Joker,Steve Miller Band,The Joker,Listen,12249,blues,0,0.448,0.596,0.207,0.796,4.41,0
1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,Boston,Listen,12249,country,79,0.681,0.377,0.0504,0.285,4.75,0
3e0FzZjTXOUtiJGSClOBrI,Fly Like An Eagle,Steve Miller Band,Fly Like An Eagle,Listen,12249,psych-rock,67,0.754,0.561,0.328,0.642,4.71,0
2KmEgiY8fQs0G6WNxtzQKr,Baba O'Riley,The Who,Who's Next,Listen,12249,blues,76,0.724,0.489,0.287,0.15,5.01,0
